cell_line,pool,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,phat_FPP,phat_NB,phat_P_FPP,scheme,repeat,fold,split,fit_population,label_variant
HPSI0115i-iuad_2,pool7,-0.17969434956550331,-1.6755720217229524,5.353444691818986,0.6088677921130008,-0.11908188748996769,-1.722408199645698,-0.37083877475233284,0.14239714029396117,-0.21512690584204194,0.8916444907299569,0.5497382198952879,0.020942408376963352,0.4293193717277487,plain,0,0,train,qualifying_only,da_untreated
HPSI0115i-jakt_1,pool2,0.7241289686223834,-1.0623758019828065,6.732772775604158,2.435420954808285,0.3141680234505806,-1.8152447292098455,-0.4370441697697761,1.2628418174787355,-2.230508538658568,-0.2885417223865816,0.6421291053227633,0.010192525481313703,0.347678369195923,plain,0,0,train,qualifying_only,da_untreated
HPSI0115i-paim_1,pool1,1.4202967122873662,-1.4571785231664673,5.810993376397598,-0.10897553190831057,1.08995959214491,-1.6666442233384153,-1.0582432326482683,0.5179180682560025,1.040349600944096,0.11319228666969938,0.549618320610687,0.007633587786259542,0.44274809160305345,plain,0,0,train,qualifying_only,da_untreated
HPSI0115i-quze_6,pool9,0.1279916475268475,-0.19434998518647914,-1.8203942083646343,-0.8189679686592208,0.6746633938429024,1.0512594874961183,-0.3563736419538396,-0.013796559197185428,0.19106721806664362,0.35839140766388894,0.5473372781065089,0.03994082840236687,0.41272189349112426,plain,0,0,train,qualifying_only,da_untreated
HPSI0115i-sehp_2,pool7,0.8528213562371346,-1.696852318754334,6.085076148627793,-1.0750153508488374,-0.7341194827147824,-1.10439877327727,0.29404382329988454,0.16475172331510396,0.6815588520715349,0.2732061833122445,0.5789473684210527,0.0,0.42105263157894735,plain,0,0,test,qualifying_only,da_untreated
HPSI0115i-tiku_3,pool9,0.7758351810689952,-1.0444453350698377,-1.8828371862867155,-0.49442673529243336,0.8604297878045684,1.511967380150183,-0.07124976601467073,-0.8079426718427198,-0.2518611094507512,0.24410091147227206,0.544,0.016,0.44,plain,0,0,train,qualifying_only,da_untreated
HPSI0115i-uupc_2,pool7,-0.5969594141892977,-1.0539766258150536,3.9371029382169502,-1.328036280127281,-0.16707249094902774,-0.21845876338530748,2.1158031023686275,-0.7617080975269098,0.5259695568720363,-0.30995810546089986,0.5797101449275363,0.043478260869565216,0.37681159420289856,plain,0,0,train,qualifying_only,da_untreated
HPSI0115i-zihe_1,pool6,-2.135241237861819,1.7751440106981413,-1.6562249742184836,0.028381945607484495,-2.4155709609133797,-2.113728310235984,1.0223268808204147,-1.1162862254116415,0.6075961281209673,-0.13011569174369828,0.5400739827373613,0.09001233045622688,0.36991368680641185,plain,0,0,train,qualifying_only,da_untreated
HPSI0214i-datg_2,pool9,2.2435379786076135,-2.1715934087038806,0.35745887748894034,0.3719177118357462,2.0489392529282466,3.0725873237779484,2.1499629484324054,-0.48272944214846725,0.13246737727946975,-1.8325001240342675,0.5002380952380953,0.0002380952380952381,0.49952380952380954,plain,0,0,train,qualifying_only,da_untreated
HPSI0214i-eiwy_1,pool1,0.9021076944931661,-2.1094856617148396,6.93480364860925,0.4098754720857035,1.3386311119557384,-0.8726183824561871,1.0500535595201095,0.5342381729672347,1.7004893439436022,0.18980449672391497,0.5864714086471409,0.002789400278940028,0.4107391910739191,plain,0,0,test,qualifying_only,da_untreated
HPSI0214i-feec_2,pool4,-2.6064306963629353,5.323014898448213,-0.893777629083684,-1.50301738586534,0.6971726504524491,0.6624917352745245,-1.4242149531715187,0.6112985701472103,1.0595872485800433,1.2475195585763263,0.5275862068965518,0.2103448275862069,0.2620689655172414,plain,0,0,train,qualifying_only,da_untreated
HPSI0214i-feec_2,pool5,-2.0500330789829633,3.5396925451433408,-1.6009376873476775,-0.6482737775382547,-1.738120938702592,-1.9821864007687626,-2.38012603616162,-0.2630253238569436,0.33971398077567533,0.9369104697216711,0.5763239875389408,0.1277258566978193,0.29595015576323985,plain,0,0,train,qualifying_only,da_untreated
HPSI0214i-giju_3,pool4,1.7880396914444987,-1.9825156012831195,2.298137077210779,1.149149115227454,1.3859773330715408,2.921999460938199,2.2058569285210377,0.5801889631848839,1.3966828772252418,-0.820303908848175,0.5402081362346263,0.0,0.4597918637653737,plain,0,0,train,qualifying_only,da_untreated
HPSI0214i-heth_1,pool6,-1.7925200544265598,1.8582927846572692,-2.4496240776565887,-0.5713728469117562,-1.216505715165904,-0.14907025031444388,0.4539182330631969,-0.11364582736460999,0.7474600422776567,-0.47996385892525645,0.5323224261771747,0.09497206703910614,0.37270550678371905,plain,0,0,train,qualifying_only,da_untreated
