cell_line,pool,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,phat_DA,phat_Epen1,phat_FPP,phat_P_FPP,phat_Sert,phat_U_Neur1,phat_U_Neur2,scheme,repeat,fold,split,fit_population
HPSI0314i-bubh_3,pool9,-3.303906525801031,1.8000993113833677,5.43698654607146,-3.059741915789836,-2.6407418021163367,0.32757171667730706,-2.246578177399275,0.663173117516397,0.05670860231010773,-0.7734055875570431,0.01935812531839022,0.18288334182373917,0.5038206826286297,0.04737646459500764,0.015792154865002548,0.21395822720326033,0.016811003565970453,lodo,0,8,train,qualifying_only
HPSI0314i-cuhk_2,pool4,4.324749753120922,1.154175041521915,1.3624882826080307,-0.2590682725658071,0.22362359438198987,-0.46307923466902573,0.12818712611284894,-0.4588781012340992,0.18891306985768344,1.5288173442148572,0.36188023180940115,0.09723116548615583,0.23889246619446233,0.0669671603348358,0.11526078557630393,0.10946555054732775,0.0103026400515132,lodo,0,8,train,qualifying_only
HPSI0314i-hoik_1,pool9,1.2966628567231953,0.3450248886405911,6.214662426470356,-1.9742240173064514,-4.306446815753291,2.2387383424543335,-3.161419893128486,0.20754266770833657,0.12470278673001174,-0.517690429743019,0.023616236162361623,0.06691266912669126,0.38302583025830256,0.06912669126691266,0.011808118081180811,0.3148831488314883,0.13062730627306274,lodo,0,8,train,qualifying_only
HPSI0314i-qaqx_1,pool11,6.829067225305926,3.2400032325872132,-2.5987710823620067,0.9623818992826244,3.2900223748924877,-1.095284131990191,-1.3608568505290568,-0.2702258430128445,1.4465374135410194,-1.19851991318479,0.42857142857142855,0.11428571428571428,0.08571428571428572,0.05714285714285714,0.2571428571428571,0.05714285714285714,0.0,lodo,0,8,train,qualifying_only
HPSI0314i-qaqx_1,pool6,-4.377135191832179,-4.702079323570949,-4.279444193126833,2.0663188136903496,-0.1524385770275162,0.8946925365266705,0.5539178307140484,-0.019730551072949288,0.017550206557337373,-0.4146010344242747,0.14418604651162792,0.08372093023255814,0.10697674418604651,0.11162790697674418,0.5302325581395348,0.023255813953488372,0.0,lodo,0,8,train,qualifying_only
HPSI0314i-sojd_3,pool3,-5.694345619632288,9.07036060078532,0.35925941656954224,-1.0310833132898176,1.215922921420996,-1.724547252804734,-1.7991626625488384,-1.4369759346513769,0.9479135255490138,-2.6140429555434688,0.061711079943899017,0.43338008415147267,0.36044880785413747,0.05049088359046283,0.011220196353436185,0.08134642356241234,0.001402524544179523,lodo,0,8,train,qualifying_only
HPSI0314i-sojd_3,pool4,-0.2726148650007001,4.963379616142153,1.0904820188056525,-1.551905600089788,-1.0586456220840084,0.17288304504436533,-0.015292968800093695,-1.0014740408227047,-0.5505217589782334,1.2137487681488839,0.19471947194719472,0.2854785478547855,0.24092409240924093,0.04455445544554455,0.04455445544554455,0.17491749174917492,0.01485148514851485,lodo,0,8,train,qualifying_only
HPSI0314i-uict_1,pool6,-2.444315811009943,-0.9601971700801227,-3.6081794165466574,0.9899661070662417,0.24935998706448548,0.274283376374061,-0.32169532196334943,1.1530523232311891,-0.21064944642526465,0.16207051465736352,0.24581005586592178,0.11173184357541899,0.17318435754189945,0.055865921787709494,0.39664804469273746,0.01675977653631285,0.0,lodo,0,8,train,qualifying_only
HPSI0314i-xagu_1,pool6,-2.815496341296038,-2.0866502761019965,-2.926917298500799,0.4059814078831816,0.3533842530954822,0.4347816662363822,0.6609704020483427,0.4679629348833807,-0.596572941466432,0.15000977165632007,0.22972972972972974,0.0945945945945946,0.1891891891891892,0.05405405405405406,0.40540540540540543,0.02702702702702703,0.0,lodo,0,8,train,qualifying_only
HPSI0314i-xugn_2,pool8,-6.338626120269668,1.3234957906942848,5.1764321793025605,-4.2470280454934155,-2.6983914800667343,-0.8103441677093621,-0.8923938554853893,1.1334433235571049,-1.6816993041517625,0.08340694261297815,0.0248728094968909,0.13736574335782928,0.6449971735443754,0.041831543244771056,0.009609949123798756,0.14132278123233466,0.0,lodo,0,8,train,qualifying_only
