cell_line,n_pools,PC1_mean,PC1_se,PC2_mean,PC2_se,PC3_mean,PC3_se,PC4_mean,PC4_se,PC5_mean,PC5_se,PC6_mean,PC6_se,PC7_mean,PC7_se,PC8_mean,PC8_se,PC9_mean,PC9_se,PC10_mean,PC10_se
HPSI0115i-iuad_2,1.0,0.0697322927479192,0.541116827889052,4.972768092030716,0.2917729465554458,0.27934658490136455,0.3796146406234999,0.8498868462068964,0.32000440069182917,-0.2388652441178877,0.28966457307858867,-1.3890469894111552,0.18142107160508233,-1.0378120237104378,0.24647925678993332,-0.12319577948786946,0.18520124559498594,0.138461698161299,0.17282704731459822,0.3918636238220071,0.20327278793959938
HPSI0115i-jakt_1,1.0,0.848358353387947,0.2858687130742278,5.659262243909924,0.1497983901880818,1.2171986115630653,0.12331788455307752,2.2983192405143056,0.14906471465258456,-0.6505778516838782,0.12584324648154735,-0.6427987615678343,0.09759087511853355,-0.5570846030030765,0.11151256819482566,-2.5927224878822104,0.09884747347220395,-0.42261815009188614,0.08583171968080766,-0.6052264597411756,0.08639331819704284
HPSI0115i-melw_1,1.0,-0.028444141672959392,1.049708176069175,2.5835680626398663,0.45145718942927876,-0.5592591641303044,0.3967335628155891,5.106318832726578,1.3050110816328335,-0.18753313262208018,0.5859118547907971,0.8620142640110283,0.48141284727356143,0.4941264084927094,0.39470236616203946,-0.7195188387388056,0.45864819679247376,-0.4998283603262954,0.5619454220617709,0.7704761012046437,0.6891443148031413
HPSI0115i-paim_1,1.0,1.3170041640730534,0.12483054422972098,4.978161339689444,0.05644992819767712,0.4185020761431792,0.04940301536399437,-0.17799946693127425,0.05689703486715908,0.5087987861727843,0.05939123469735039,-0.6597531574353719,0.04146978381833755,-0.33001048836325153,0.03838961754826168,-0.3257597688373171,0.04516280544216314,0.23556190626280363,0.03863621148622519,1.1519902896895948,0.03678468015231117
HPSI0115i-qecv_2,1.0,3.4098822818446792,1.7486921467479994,1.6229151556236254,0.6261911426128334,-0.37066276104854273,0.39393682894816656,-0.29360632559326894,0.802910085718619,-1.6390016102978557,0.8200936940710969,-0.14278528347466038,0.46044247974149155,0.8975023588513019,0.2984327405499677,0.41552469797024516,0.6128259047489201,-0.3844702248090786,0.5821834372049459,0.3999619668253453,0.33518945261406025
HPSI0115i-quze_6,1.0,0.030823298376341693,0.2408671635521187,-2.225131237876451,0.12281939341547443,-0.7950906328825555,0.17100022089381417,-0.4011476831255353,0.18883489124989572,1.0378335538667083,0.15088439956195684,1.2440847437051268,0.08557135150855867,-0.3885125934247197,0.0861684439346046,0.19061578731088297,0.08865906164755731,0.11244397010054002,0.10043722754324261,0.3841317337596094,0.10740614735403733
HPSI0115i-sehp_2,1.0,1.0599204207097461,0.49445253784046844,5.664235031573726,0.19552503316246203,0.3602742426899921,0.14889586130775548,-1.0041110963326463,0.19387082830724067,-0.5889292698232045,0.2322361753650238,-0.9500300241586376,0.16159349825695968,-0.2579015164263799,0.19253363239665966,0.47632364016219325,0.16473283362635027,0.5731947808429568,0.15807299829852567,-0.03931111712487082,0.11560941770259943
HPSI0115i-tiku_3,1.0,0.6029421543386241,0.5728527294040435,-2.1819262152400642,0.25959356811758844,-1.684670102333076,0.26837360102025837,-0.08944949195738619,0.363605775310532,1.1843544208974504,0.3525947220628519,1.6460164467006113,0.18795167434256432,-0.005726841755394588,0.13464759024890807,0.4542719005167975,0.18752775029595267,-0.67889467888233,0.19812080292456463,0.44889736465672336,0.16727930009948486
HPSI0115i-uupc_2,1.0,-0.4096245927496681,0.7745136606854025,3.457227080010795,0.4563384285602696,0.35850828483568187,0.6989543257329626,-1.0229477638545792,0.33354782876061356,0.007184199859751498,0.4679401494333382,-0.4068611515026884,0.2745891636450543,1.5423010695519965,0.3986456215067156,0.9024652086289704,0.3558197056783901,-0.13662926216576282,0.2683726122389508,-0.7448517119243506,0.24498435997547185
HPSI0115i-zihe_1,1.0,-2.026898750595762,0.22859491406819435,-2.86781147521047,0.14769697188173994,0.8986969213799201,0.21644370621079032,-0.4302705772010162,0.16939565896395772,-2.1860903473416258,0.1664889502991353,-1.86439118266595,0.15007542266472967,0.480049025584704,0.10311166609477224,-0.022553978439155464,0.08327851676799615,-0.8355077857754862,0.10988023482719411,0.3057186127238149,0.08987009053350022
HPSI0214i-datg_2,1.0,2.0798525954898652,0.10071743933809403,0.3694028612685169,0.04114150264497274,-1.8671126349632847,0.03000324404520844,1.077284530536451,0.06059100978974285,1.8625729257164636,0.055724211532850364,2.89243867994247,0.03641623127858047,2.2142699805118253,0.026202254794389066,0.6617625597313634,0.0368299608360918,-0.20224846009285438,0.03838330014642993,-1.710969790118667,0.03510556838146856
HPSI0214i-eiwy_1,1.0,0.8841300049001334,0.18984083220015574,6.323727924899206,0.0917671954451653,0.22348661277288906,0.07007406776835653,0.48238980651180197,0.09716141202144214,0.5207613080691244,0.09299339380184164,-0.09946795225707765,0.06715928792049228,1.7999415922763977,0.05900536165092627,-0.29849760412803206,0.0746533281249083,0.6451522476036875,0.06629370503748375,1.1297652270507819,0.07033355944198492
HPSI0214i-feec_2,2.0,-2.1565163115839154,0.2373002200712931,-3.2534354542432817,0.10161430249238394,3.626738314050173,0.2676232395027696,-1.0463818654157293,0.13137033882536625,-0.20931415833050215,0.14387621549660778,-0.25980775045146415,0.07459057726342297,-2.032819830412423,0.08425845647610038,0.37443945124378425,0.08205541727374914,0.3903093539591961,0.08214363516437856,1.1124450739219656,0.08180039771839719
HPSI0214i-giju_3,1.0,1.6433132172242324,0.23720976123746393,1.9233513455520235,0.09051169211922253,-1.2255446478019842,0.0705276669569157,1.4702263264073963,0.1381854221134724,0.9152347007339021,0.12102786544060685,2.6747385211468373,0.07441485821811318,2.465723732030236,0.06483466143974222,0.8939012146960728,0.07241895387705122,1.1979833433719675,0.07595239297005406,-0.3611730202157328,0.08618286385676888
HPSI0214i-heth_1,1.0,-1.7186484405014375,0.180498946586754,-3.5539803427696905,0.09168997618250715,0.7975456642530782,0.19209634546670187,-0.5929384096060951,0.12023653431823068,-0.7749238058829325,0.13193170810555255,0.12839094070527018,0.11103015693966181,-0.029340014635330192,0.06988790918722466,-0.02690031990232914,0.06619799158419991,0.20044056147819495,0.08018874731464327,-0.28706276412784915,0.0642772242617874
HPSI0214i-pelm_3,2.0,0.7946846560568869,0.10750437046764813,3.492711865759962,0.05522249517122301,0.40478370192905694,0.055605914760691356,2.36749427967249,0.06945716922827909,-0.32442806444319217,0.05441967517599302,-1.2429014029202503,0.03996759549268425,0.18889053126848343,0.04284475807452286,-1.5372058796823032,0.03945710166086458,-1.1662698443637403,0.0360901577563996,-0.24350543903767463,0.0396182510147713
HPSI0214i-poih_2,1.0,0.41704101289397916,0.09509687382692773,2.1197103914808224,0.04557585909557389,-0.599633280889041,0.028476428481956015,0.35581348944526536,0.0548562401191245,-0.946211321499058,0.043486719040806594,-0.3759466747621346,0.03037352817046236,0.22410278548331725,0.03302143721184377,0.21891476546812386,0.03303384693615623,-0.3061567248274181,0.030182658396497,0.06873031526574,0.03142841888029218
HPSI0214i-rayr_1,1.0,1.240291316760166,0.30539447558491595,6.341784988854474,0.16953575619897096,1.8481609216000978,0.1405881532938157,2.6007105177553935,0.17476570270760747,1.2426795307415521,0.14923088919222383,-1.7208230629169683,0.10699792310450293,-1.8439319162684469,0.12742147196260228,-3.018484658733252,0.11244056257722596,-0.8072713108579386,0.1000928063089527,-0.36978001110599057,0.0994471589645382
HPSI0215i-deyz_2,1.0,1.046067743851452,0.18303165185847853,1.9344499458269606,0.0706352404141646,-1.1840725044123588,0.05285900118829549,1.172243508133273,0.1036094008497851,0.14873676995967788,0.09074574721808616,3.2627697200584533,0.057334134983167,3.5201327346301374,0.046006353991697065,1.1548013304851716,0.05764111296441189,1.5734434954497514,0.06064180087148105,-1.2519910566541144,0.06427725710282049
HPSI0215i-fawm_2,1.0,0.5992544804849134,0.21118832306690338,2.243714255638355,0.07995880600582012,-1.105233759996939,0.05742501076927021,1.463335094426081,0.12322454080295767,-0.32409634654056424,0.10786322695021548,2.391908446694523,0.06444943268163873,2.1078310936216638,0.04400780668693436,-0.19701411754934672,0.05785139394348657,2.007852499396521,0.06102776258509418,-0.819439153840899,0.0799693275066132
HPSI0215i-hipn_1,2.0,-0.16466500525601593,0.2502650142434236,1.7887318608894076,0.12282619187307925,0.06410510458717245,0.13971181091690102,-0.3521033873157614,0.11324945112863258,-0.8542364002729175,0.1274925317272902,-1.9051780075435678,0.10093188499729155,-0.9095831117374676,0.11063530170795208,0.17394701401829182,0.09636700873303213,-0.9342567523775764,0.0847352850459676,0.4745389925158272,0.07199315364381959
HPSI0215i-oilg_1,1.0,-0.5734629902986546,0.14272641282866544,-4.493338229429936,0.06075415726259445,0.7425730361860216,0.13812608241839647,-0.13762270954564745,0.09472614874248446,0.8515889041473091,0.09012537554114528,1.2189115167657854,0.046197021977697456,-2.4157702654383053,0.04919870220944251,-0.018810700232589503,0.05066486631046777,0.42723386113736767,0.0629298827391274,0.16993843785739965,0.05300710086935696
HPSI0215i-romx_1,1.0,-1.5295394981010504,0.12585987113667638,-5.03695271880122,0.0566890027226029,-0.31541511102252384,0.1284702251955922,-1.7093661167159118,0.08633119344556503,0.14001521515087723,0.07848818033415737,1.2567178129367889,0.04965785181919774,-1.4341719481781758,0.04827106511278108,-0.36276038273461575,0.04700481989430848,0.649123111768413,0.05358407089102875,1.0191248929884986,0.04741439512424059
HPSI0215i-uiao_2,1.0,-2.0972785428340126,0.5171570241117964,4.0449730047394326,0.3584317591399634,0.8952220484080082,0.5642656053127763,-0.03268393386115084,0.31382237048065553,-0.501082152832407,0.3357260209175519,-0.5957488019201477,0.2011012134263014,-0.5546075152874865,0.24258803889317887,0.3628307173701099,0.23567370008582156,1.1361581559486746,0.21074813362410835,0.09747151237669362,0.18569400378128645
HPSI0215i-yoch_6,1.0,-1.2817376031667473,0.12598584068731603,-5.275414326922681,0.054314953693823075,-0.2702476479413002,0.10915656135636682,-1.468715629587785,0.0923396814954478,-0.10694477289074819,0.08486386107505364,-0.2345821545457807,0.06745095697092118,-1.4999883027170782,0.04336587281440974,-0.3643458889167626,0.04966991367435838,0.29457047469060155,0.057695449898677836,0.24527839207517393,0.04721088507142894
HPSI0215i-zett_5,2.0,1.802543235582635,0.09188870566372778,-0.1499125162850628,0.03650972542283419,-2.5417596930438306,0.028042876537230244,-0.17555020262709917,0.06227681964504459,1.790432219882912,0.049059678577927854,2.4666345126149425,0.031655274183913916,3.0229826066210235,0.023340409620390287,0.3563135986539687,0.032787876134861726,-0.4853393098405785,0.03350792305401613,-0.28530775436426736,0.03451085509710912
HPSI0314i-bubh_3,1.0,-0.7865496663766969,0.12715985502368607,-1.7290454805228217,0.06390164606737535,-0.4152152926126237,0.11905249498525244,-0.4084242079069397,0.08598619400669603,1.146206849365521,0.0814866208077452,2.7965281272988833,0.04938791726830203,0.061592064277508206,0.047453596216293,0.3727217398938189,0.04978997591421367,0.3361728807768197,0.05504891344483846,-0.7523272268376637,0.05111455490243084
HPSI0314i-cuhk_2,1.0,0.30024410721785205,0.23838399025944265,-1.4704187069908647,0.11650485925491853,1.0875736014339472,0.2152071724372657,0.7200949428906499,0.14310381205671233,1.462703675054901,0.14090296684491413,2.2429420608463038,0.07134692542220228,-0.6239132333283404,0.08862092756151999,0.8279887675122244,0.07316100933397449,2.0282244427283955,0.08647131512612136,0.7316919033817157,0.07885018235186146
HPSI0314i-hoik_1,1.0,0.871317137777401,0.20449381164619473,-1.9478357074606198,0.09034471698527187,-1.3105361643741291,0.12952190553776502,-0.5575584780339763,0.13299761898367168,1.7709985671216384,0.12175555341242393,1.9673808023166655,0.0707030113823654,0.3275780930480786,0.0624025001033028,0.4428787242313874,0.07047638080106285,-0.17842784226370517,0.07655087041848907,-0.26565326822407453,0.07334820110313298
HPSI0314i-qaqx_1,2.0,2.3572720590841634,0.2932758764269397,6.024431278253517,0.19470828043838248,1.7461085419546323,0.15508736117037594,1.0287451966897887,0.14955800037723027,1.036032570192651,0.16665658632307356,-6.27275229421369,0.18873520651199147,-1.2079903389187392,0.1420779796769796,14.230401215539022,0.31374031840070965,7.348212726479405,0.20786650749998903,1.6218322229153534,0.10888568666785126
HPSI0314i-sojd_3,2.0,-2.2259670169017713,0.15882106164742615,-0.97917728855812,0.08582064811906062,1.0362092892399553,0.13776409706368678,0.3726427219199394,0.11632101385459036,-0.6948045062140874,0.10578721877692455,-0.25467117373534964,0.0610891551930682,-0.6071780892522661,0.05957702157871481,-0.1802817620231219,0.05792575359066602,0.37472706814728973,0.06541492395291615,0.2510579486244353,0.06787660907183644
HPSI0314i-uict_1,1.0,0.4455230230703001,0.29621417676917644,0.1952329207973463,0.14545288362345105,-0.7680627897064398,0.0903283177998891,0.524605795220904,0.2136932622030756,-1.5192145573476248,0.18844263446129003,-2.343427104195557,0.16261698137185782,1.7004656399416676,0.08118781118010018,0.18863996042441114,0.09690250814042836,-1.7155184982242282,0.10333656718764286,0.46713980809466943,0.11148252227241544
HPSI0314i-xagu_1,1.0,-0.35194266552806663,0.3681724709721616,-0.6572615740158024,0.20386175665297943,-0.8102120646058486,0.10299288327062281,0.2301259732205103,0.2147844644368645,-1.9413505721772157,0.2785028305902688,-3.6919669766271728,0.25168147240399596,1.7260570748958723,0.10786258612520555,0.005284689851807862,0.12969833514456663,-2.378878501049748,0.13357406131788,0.4778452240386744,0.12452411786966772
HPSI0314i-xugn_2,1.0,-2.360451981287552,0.13256331784489736,-5.3204531258594105,0.05431686135846909,1.2742937024935324,0.18342048334395678,-2.8905963804597503,0.10292438462803853,0.9737972752134557,0.09039165528674899,0.7874332922380021,0.0562373888505849,-1.2785027100024597,0.05666153397974494,-0.18965825127675268,0.05730861506123468,0.41087921809831024,0.06155108951175975,1.4739026345197985,0.059697063770622553
HPSI0414i-ceik_1,1.0,0.0976647482882667,0.3349105292383564,-1.86882324841716,0.14750475044477634,-0.2354723822213814,0.2357358767001119,-1.0635286183788275,0.18817316363114847,1.3501395451219325,0.20779115271406154,1.25741428911082,0.11575340649403469,-0.8890235350071246,0.09117492378475572,1.0032128413388313,0.11048891254554041,1.0672488734956231,0.10984215737747789,1.0601860946462158,0.10917267372434494
HPSI0414i-gesg_2,1.0,-1.4333820496801544,0.18850412565956834,-4.460239603188019,0.09860071555841729,-0.10280868414237368,0.17791702103613732,1.508202007459318,0.1684903873346651,-0.2532581529224601,0.13528897652169294,1.0418317038326197,0.07069143780977188,-2.475810593912419,0.0708031773754204,-0.3328346158318945,0.07359999954849815,1.08214033148986,0.10248155956132611,-0.17383352417796497,0.07883470865582162
HPSI0414i-mita_1,1.0,-1.568391378760602,0.05067647422304172,-6.58452878331927,0.02110587521557305,0.004468544666617179,0.04719858768691034,-0.2752020178877479,0.038249644881296146,-0.835980140409033,0.03468845899561321,-0.004813497068264473,0.02480162830052725,-2.7324221111432023,0.017988912069545195,-0.5730457437579395,0.020060368382403364,0.2616778637658793,0.025096294237042408,-0.25296027530638215,0.02125496804901853
HPSI0414i-oaqd_2,1.0,-2.63093760261739,0.16087849238777144,-5.849132096850129,0.06028216753249585,1.557738687568489,0.22920258999270487,-2.597997432013501,0.10448583696783273,0.2710653694208905,0.1102588986664031,0.6841247565773562,0.062409914992584914,-1.303379167574095,0.06930455933372595,-0.6168528845596195,0.0583386700950923,0.6107493938536539,0.06643875107231043,1.2109128977553567,0.06328849312465261
HPSI0414i-sebn_3,1.0,0.14808150377822032,0.20576358799709246,1.883776607873347,0.09010524798041307,-0.32362553117164394,0.06108815715351963,3.5598677064203317,0.1284576093336378,-1.752288786773119,0.10426526144399342,-1.1585736371846653,0.0744688604616655,1.0821049140037686,0.06082180209193207,-0.9264674938075689,0.06738661684755548,-0.9011683503623725,0.06984437277565528,-0.4857398411917611,0.07551152037289167
HPSI0414i-uawq_2,1.0,1.8233945859805911,0.18039429283087383,-1.649317919454542,0.06923850494692035,-2.5475123644584583,0.057313547524,-0.5273546218649396,0.11377943579712582,1.300407101033972,0.09005840731715124,2.132287535091995,0.0643768432662756,1.9756725142838505,0.04765936330820664,0.10584912542839572,0.06263205301379436,-0.5004445135237773,0.06471975798666199,0.3661631997441656,0.0641530345203584
HPSI0414i-xojn_3,2.0,0.5810538112430337,0.3221219881337378,2.4432887799534346,0.1489311033159749,-0.9487938018714183,0.1559829481771351,-0.2750297639208806,0.20507164295644467,0.6510339776420108,0.15904519383758528,0.9596436111544326,0.12027591027247374,0.9139883584526011,0.12986124903726043,0.24322279962142687,0.10991856956485833,0.14089812934802512,0.10198863342610916,0.12742862060558516,0.10739169445353168
HPSI0513i-dipe_1,1.0,3.238324321131941,0.29369446087955525,11.246309751378462,0.26620611464695404,3.538000107805131,0.13087532967449889,1.966570608950532,0.2017437117589229,3.2891446653764125,0.20070392569140633,-9.871736893440216,0.23394841743263678,-3.1318030127723975,0.14909292682325714,27.882980393885834,0.4475228607164437,16.09695378094337,0.2940542179354968,1.4978608281037957,0.15620774005830373
HPSI0513i-fejf_2,1.0,3.3233468703089146,0.3415366806527879,9.49615746232132,0.27064650297128157,7.827525095926981,0.34802292123254475,0.46855307965989546,0.1622320234181756,4.605953800247128,0.20071395435560352,-10.823024271635996,0.1905301202439789,-7.042726890777795,0.15866238505363833,27.598911147574903,0.38127460797436663,15.61856730862257,0.240017069333082,3.199465419072296,0.1296180166008883
HPSI0513i-giuf_1,1.0,4.7990278022544794,0.4268418848377124,12.588318106350872,0.3166577210811553,4.196729296108038,0.17692239582779865,1.5849293272019906,0.26143082116672417,4.126388380312629,0.2691583073909873,-10.088789421875864,0.28183447294013086,-5.013860826739379,0.24471508735385383,27.518542511170736,0.5292537015190664,16.40524418835596,0.3583974888903551,2.3163360536673667,0.1805448683314026
HPSI0513i-momt_2,1.0,5.797575181186832,0.21054274505685508,12.210553934359174,0.1552904988403873,4.535726411521922,0.0871432700266425,1.9950277738508495,0.10433146209146806,4.564060732202991,0.12055441416860281,-10.693709220247724,0.12957836300871792,-6.561938401760575,0.10247025181626514,27.507446360512787,0.2489028383142748,15.005050284924131,0.16088042996602464,1.331070437077191,0.08019387230403277
HPSI0513i-oibg_1,1.0,1.556839432193373,0.3690173213482617,8.396353992241025,0.27896840228900643,9.949814798520825,0.5146882482311224,0.25284089017494565,0.19447481786716714,4.834350414153652,0.24668459875010507,-10.888006616921112,0.21420901986947952,-6.001182845037761,0.18858841100602328,28.14049453834139,0.44657467777532756,16.246751626546764,0.29728081195717954,3.524484527485703,0.1505273298756429
HPSI0513i-sucd_3,1.0,5.318413210954283,0.2980573492573985,13.341128112551784,0.20868388207190988,4.974128544736673,0.1418604372591756,1.7982944092178237,0.12485142703661457,4.331615134769692,0.18397902806039096,-8.051490064179582,0.183116815752304,-4.908354414808629,0.13363439800063792,27.15662923285799,0.36185285755531904,17.392095593667623,0.24417602382196194,1.5999682886514734,0.09982951122751112
HPSI0513i-uoxz_4,1.0,5.16318302564547,0.2349913351158051,13.022288584256435,0.1594451812526059,4.56137694902479,0.1039069944405395,2.4090262888676057,0.11796544353062544,4.143858741496457,0.13508936967813928,-9.588545358880122,0.1496985541078618,-4.293464674175744,0.11385761089300417,28.100343402792802,0.2826728579401019,16.93390171672326,0.1830481758210941,0.9545813659200659,0.0947192976556633
HPSI0513i-veve_2,1.0,5.069381895488443,0.22076225068407768,12.711792711170247,0.1534239689496617,5.787362618171429,0.1198455897893673,1.6666487373738632,0.093715768902529,5.249278196512362,0.13276869893105817,-8.878796525080597,0.13784709603145626,-6.700133209373671,0.10318344496120685,27.875305622083037,0.263595394765691,17.597130510640078,0.17260994255578424,1.668499379317468,0.07842811406268907
HPSI0514i-fiaj_1,2.0,-1.646370916082764,0.08627094351560026,-2.1404770752968902,0.04101919456626823,2.7935520867726407,0.10688672728899722,-0.45076908955095946,0.0544944507354739,0.2956366043392033,0.05501551444540207,-0.05739062476706658,0.028037070835355248,-2.1836721803384576,0.03399084797562289,0.3477879256989175,0.027372857829363675,0.7807365979838304,0.030684913204780794,1.5969088701527627,0.03337344434096135
HPSI0514i-lako_1,2.0,0.8601006399969993,0.17295628653107512,4.7540702209516175,0.0793438806808311,0.11962714550923015,0.06273029092701375,2.377920273282193,0.09592113305268657,0.13779763951137414,0.09069402628520376,1.4125853530308294,0.06047651306966151,2.16529760067642,0.056143822626588465,-1.154279543374127,0.060412651514029046,0.9135668313859716,0.059055150455336824,-1.7673923825593962,0.056650480299550665
HPSI0514i-naah_2,1.0,-0.914284834482451,0.7419760727654747,5.95952038533555,0.2914393402416739,-0.09418377502086582,0.25237748226312473,-0.9405318392652087,0.2653569145242782,0.22325516279118096,0.40916266380161714,-0.8246256733029754,0.24107182766503382,-1.911545794150003,0.2813986923736387,-0.039541736857527265,0.25289942616497935,0.5194286419924871,0.2977029942960716,0.5576012874938167,0.20775793129557782
HPSI0514i-oekw_2,1.0,-0.10580125469769484,0.2026349493994448,-3.7083000937445862,0.08498289765262734,-1.5359447065720992,0.1113641145427568,-1.6236132532140595,0.14333371147800225,0.9489193237099135,0.1131697582158111,1.2999002573252252,0.07605254343084403,-0.6001083769504102,0.06342275669166568,-0.15810796435086494,0.07246149440526307,0.10098767541931424,0.0803793372752477,1.170020298761988,0.0780867295512394
HPSI0514i-oupf_6,1.0,3.058061039274119,0.1697608747506093,-0.07121212557085843,0.06725312137304511,-2.079304690537937,0.053303671043289355,0.8456294226184965,0.11030765597645287,2.118198190501798,0.09198877030945733,1.5518066331992009,0.05321866274642433,1.1141469811517273,0.043050317277275596,0.26322863024688015,0.05557447657769618,-1.1929264444142824,0.055253457293433665,0.26651486514196815,0.06818326563938609
HPSI0514i-qihv_1,1.0,-0.6290318121526052,0.16780708056324398,-2.298936278936019,0.09814120117535774,-0.32021049093118986,0.12411742309976286,-0.6211573615320286,0.11497866098379649,-0.7427716303237651,0.1161136537144095,-1.3506465558467398,0.10466034473267787,0.7645234101337697,0.06716995212885378,0.006503347962157333,0.055625190214666075,-0.9977392048708298,0.0647729323275254,0.3954229972226188,0.05905831330350813
HPSI0514i-rutc_2,1.0,0.03274379466484038,0.4816965141288355,6.515114202339383,0.22053946845544714,-0.6822509623289306,0.1396812994684532,1.2608899663606243,0.305666842752686,-1.1202035000170365,0.23337468677608864,0.41155477249977906,0.16741400709913262,1.9722597518210025,0.1776211648434763,1.0106538921514454,0.18587347809925142,0.9956605172901296,0.16029439239740778,-0.5198476873881345,0.1571620688572469
HPSI0514i-sohd_2,1.0,-0.15417023029183172,0.6704606135229481,5.689056791045839,0.3005181351263372,-0.05238558440026433,0.19677273555346428,0.04082520439371408,0.311790693679696,-0.24516710407618494,0.35077055622085146,-0.8316949735362072,0.23638851799592459,-0.8150730860837101,0.27830870145044656,0.314341576026534,0.257739330977486,0.3793540025942956,0.2545465663832514,0.12415695200267327,0.20279299468204415
HPSI0514i-suul_1,1.0,-0.9851281336566158,0.23078011084782618,0.21407820316333784,0.12193071213043266,-1.0010889615107474,0.0668417292158469,1.2700110889351213,0.1487203770694566,-3.3672939226685425,0.14308051853597137,-2.439586526830133,0.14353269098138907,2.729441979796371,0.06134497520511515,0.22086585992639796,0.07371721726057415,-1.9847982464118665,0.08095342353436513,0.11442392723351114,0.0725229576369068
