gene,gene_index,PC,loading,abs_loading
NRG1,14640,PC7,-0.011977919592936676,0.011977919592936676
FOXH1,15600,PC7,-0.011857811285652557,0.011857811285652557
PYY,27118,PC7,0.011824478226675884,0.011824478226675884
CENPA,3488,PC7,0.011791848672803097,0.011791848672803097
RP11-115D19.1,7839,PC7,0.011788793593271956,0.011788793593271956
LINC00599,14385,PC7,0.011775250064266404,0.011775250064266404
FSTL1,6352,PC7,-0.01161150686668117,0.01161150686668117
BMP3,7770,PC7,-0.011595471498143732,0.011595471498143732
RRAD,25580,PC7,0.011571405421239769,0.011571405421239769
ESAM,19925,PC7,0.011566443230869038,0.011566443230869038
OTP,9100,PC7,0.01156505939987297,0.01156505939987297
ANKRD1,17672,PC7,0.011510845006926163,0.011510845006926163
POU3F1,789,PC7,0.011482499620773079,0.011482499620773079
SPOCK2,17468,PC7,0.011399216086127876,0.011399216086127876
MSMO1,8318,PC7,-0.011359783149008637,0.011359783149008637
BAX,30931,PC7,0.01130514483328905,0.01130514483328905
PKIB,11376,PC7,0.011293983059533863,0.011293983059533863
RNF26,19847,PC7,0.011280383392299103,0.011280383392299103
CXCL14,9549,PC7,0.011252891333923404,0.011252891333923404
TXNRD2,31601,PC7,0.011243322463799148,0.011243322463799148
FZD2,27144,PC7,-0.011202052431908843,0.011202052431908843
SLIT2,7366,PC7,-0.01118627042651935,0.01118627042651935
CKS2,16176,PC7,0.011175743069033593,0.011175743069033593
YWHAB,29072,PC7,-0.011118887684634196,0.011118887684634196
GLUD2,14001,PC7,0.011112844825075139,0.011112844825075139
IGFBP3,12246,PC7,0.01110814447693499,0.01110814447693499
ACTN1,22973,PC7,0.011087147755273617,0.011087147755273617
SSTR2,27598,PC7,0.01108083023198484,0.01108083023198484
ST8SIA3,28364,PC7,0.0110580446365348,0.0110580446365348
TMEM88,26300,PC7,0.011045019600594829,0.011045019600594829
S100A10,1900,PC7,-0.011029700938600246,0.011029700938600246
PRC1,24429,PC7,0.011029206853967162,0.011029206853967162
EFNA3,2025,PC7,0.011007037436714507,0.011007037436714507
IGFBP6,20752,PC7,0.010997231974414507,0.010997231974414507
SDC4,29086,PC7,0.010974853542973855,0.010974853542973855
PEG10,12542,PC7,-0.010944745112783039,0.010944745112783039
NCAM1,19726,PC7,0.010930533228823786,0.010930533228823786
MXD3,10058,PC7,0.010906727020007764,0.010906727020007764
MAP1LC3B,25946,PC7,-0.010904608726406136,0.010904608726406136
CXCR4,4492,PC7,-0.010871443724442915,0.010871443724442915
AKAP6,22637,PC7,0.010808071199433451,0.010808071199433451
CDCA2,14569,PC7,0.010798631961184411,0.010798631961184411
NEUROG2,7982,PC7,-0.010772202045004144,0.010772202045004144
FAM83D,29018,PC7,0.010729245326480797,0.010729245326480797
FANCD2,5489,PC7,-0.010723746044053227,0.010723746044053227
RXRG,2272,PC7,-0.010705977897136376,0.010705977897136376
MIS18BP1,22727,PC7,0.010699690063069535,0.010699690063069535
UCHL1,7479,PC7,0.010691509160283209,0.010691509160283209
NUPR1,25125,PC7,0.010630786690960698,0.010630786690960698
RTN1,22877,PC7,0.010624787737763063,0.010624787737763063
STOML3,21958,PC7,-0.01059737625924263,0.01059737625924263
GCFC2,3997,PC7,-0.010585670616867904,0.010585670616867904
UBL5,29781,PC7,0.01057985677498544,0.01057985677498544
AURKA,29223,PC7,0.01055527500435013,0.01055527500435013
DDAH2,10629,PC7,-0.010500341528215138,0.010500341528215138
NME4,24579,PC7,-0.010467033424214253,0.010467033424214253
IDI1,16877,PC7,-0.010460143344690906,0.010460143344690906
MROH8,28992,PC7,0.010358390761677574,0.010358390761677574
PIF1,24018,PC7,0.01033034874697587,0.01033034874697587
PALLD,8329,PC7,-0.01028547306711483,0.01028547306711483
MTHFD2,3958,PC7,0.010220203555241279,0.010220203555241279
STMN1,544,PC7,0.010181945222178418,0.010181945222178418
NDUFA4L2,20922,PC7,0.010181857189819952,0.010181857189819952
FTL,30933,PC7,0.010148883350978587,0.010148883350978587
P4HB,27844,PC7,-0.010148762182436037,0.010148762182436037
SNHG7,16792,PC7,0.010132660417466664,0.010132660417466664
AKAP12,11614,PC7,0.010122871849886852,0.010122871849886852
