cell_line,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
HPSI0114i-eipl_1,0.2702374683935094,-0.07110302687685426,4.5702441877406175,-1.953884149888308,1.2297931494870686,-1.9598651937557532,-2.007709825123631,0.6207324262837863,1.2532136695740317,1.0493133174887046
HPSI0114i-wegi_1,-1.0574450341062578,-2.3819940782927693,3.0298481756121407,-0.3128030606050739,-1.494356831129841,-0.14236689580589434,2.074469327519864,-0.14336836159215746,-0.3041777046648964,-0.38876110690040844
HPSI0115i-aion_2,1.680413284520703,-1.278684337113612,0.573734962343339,0.7856737347691328,0.4747615082429423,1.6269719091613506,0.4396812587631991,0.7443897410780264,1.0126873279207054,0.491155331665064
HPSI0115i-aoxv_1,-0.575707687996369,0.30845863225603504,-3.6450764248851533,-2.212195856210019,-0.06275639389027897,1.6889134967613348,0.5174585334352821,0.1285910602216484,0.5559082853434436,0.846558054429951
HPSI0115i-bimq_4,-1.4043010453847102,2.509964205437577,-0.3897331965260395,-1.5590027325813496,0.4390786766798893,1.3795796715233408,-1.5419762104477988,1.23854044168198,1.1153238552320226,1.1682239708677562
HPSI0115i-boqx_2,-0.01589733281929336,-0.6286549136275925,-0.4170379494417832,2.305667856241978,-0.12775688847732047,1.579583165488432,-0.24274651892126192,1.7626371681499347,1.5760840491679984,0.03669958910337282
HPSI0115i-gifk_1,2.506025701930806,-2.292115229459638,1.3864230914172446,1.3576503308284646,2.5413163615304355,1.3959587378318226,0.5012765745396733,0.9245765868850294,0.89126587680311,0.22833868470619317
HPSI0115i-gost_2,0.616578197147958,-1.4954462947000042,6.706300112014466,1.0108348405161225,1.2012804680450722,-3.6062970686589955,-3.5104006662825293,2.0671469231614115,-4.009348141135009,0.17027304332069537
HPSI0115i-hecn_6,0.5771172601351244,-1.3913142888700216,3.7240147068138256,2.6401258573633424,0.34327753245714254,-2.0139152396288,0.22274146813033807,-0.3086312708720987,-1.8081970824693978,-0.7015262207558035
HPSI0115i-iiyk_2,1.5490121915328998,-1.3712277172741487,0.8103795611145028,-0.7685870247545395,-0.1331719206073895,-0.46889675140005915,0.1437705422691452,-1.0571999734855084,0.7347129339251881,0.2266937928408743
HPSI0115i-iuad_2,-0.3390932778915122,-2.429377592467321,4.668232665899164,0.3938540894295987,-0.24384107031027807,-1.5212433189557775,-0.3359363612646999,0.10582287449457331,-0.41983428233104236,0.8270989952197485
HPSI0115i-jakt_1,0.6427089640146416,-2.0340508071513455,6.12561658235677,2.2820027197604684,0.30630522137580496,-1.7051108065087863,-0.5923890939030708,1.2278384857090598,-2.370848478401558,-0.18080560662885536
HPSI0115i-paim_1,1.373007199872507,-2.253005760659352,5.163217114635886,-0.22544850939591743,1.19727837204986,-1.601265553017708,-1.3538962360089863,0.5695732324331824,1.0269789281556525,0.3835517005698098
