gene,gene_index,PC,loading,abs_loading
TMSB15A,13846,PC1,0.046436535596789875,0.046436535596789875
BEX4,13858,PC1,0.046394147676853376,0.046394147676853376
CDKN2D,29818,PC1,0.04633759828131123,0.04633759828131123
FAM57B,25189,PC1,0.046324844326430095,0.046324844326430095
RPL37,8812,PC1,-0.04627615935036391,0.04627615935036391
RPL11,492,PC1,-0.046250435634149024,0.046250435634149024
RPL6,21446,PC1,-0.0462183964342334,0.0462183964342334
TSPAN13,11973,PC1,0.046145351982511996,0.046145351982511996
RPRM,4568,PC1,0.046141392962306814,0.046141392962306814
ATP6V1G2,10603,PC1,0.04609350122565997,0.04609350122565997
RPS8,908,PC1,-0.04605494295302595,0.04605494295302595
GDAP1L1,29052,PC1,0.046002443552811634,0.046002443552811634
CD200,6272,PC1,0.04586891601056511,0.04586891601056511
SERF2,23778,PC1,-0.045728816302251896,0.045728816302251896
ONECUT2,28365,PC1,0.045723154091953135,0.045723154091953135
TUBB4A,29660,PC1,0.045252230695311015,0.045252230695311015
RPS16,30569,PC1,-0.04511711679371313,0.04511711679371313
NPC2,23056,PC1,-0.045115818315719994,0.045115818315719994
GNAO1,25455,PC1,0.045102898327996195,0.045102898327996195
RPS3,19420,PC1,-0.045030952682039244,0.045030952682039244
ACTL6B,12645,PC1,0.04490341501585492,0.04490341501585492
ATAT1,10558,PC1,0.044628614126584976,0.044628614126584976
NTM,20022,PC1,0.044621038491128376,0.044621038491128376
PBX1,2267,PC1,0.044612176021629514,0.044612176021629514
EBF1,9882,PC1,0.04452187098027475,0.04452187098027475
CNRIP1,3871,PC1,0.04446568053660328,0.04446568053660328
CD99,13248,PC1,-0.04443856120155582,0.04443856120155582
RPL9,7460,PC1,-0.044331909118996295,0.044331909118996295
SCG3,23878,PC1,0.04432536858985963,0.04432536858985963
RPL23A,26654,PC1,-0.044319102702453185,0.044319102702453185
YBX1,859,PC1,0.04430265633807528,0.04430265633807528
RPS15,29462,PC1,-0.04405323937291506,0.04405323937291506
ETFB,31072,PC1,0.04403767940200925,0.04403767940200925
RPL23,26900,PC1,-0.04390717368521652,0.04390717368521652
DNER,5209,PC1,0.04382191418527546,0.04382191418527546
KIDINS220,3296,PC1,0.043797272140071654,0.043797272140071654
CALM3,30837,PC1,0.04373979595479988,0.04373979595479988
ANXA5,8032,PC1,-0.0437109812968219,0.0437109812968219
YWHAG,12430,PC1,0.043678058235212855,0.043678058235212855
RPS23,9144,PC1,-0.043625721361203684,0.043625721361203684
RPLP2,18185,PC1,-0.0435697886681936,0.0435697886681936
SERINC1,11375,PC1,0.04345279762591798,0.04345279762591798
PCMT1,11593,PC1,0.04345195266085402,0.04345195266085402
NPM1,9971,PC1,-0.04342516436329559,0.04342516436329559
BEX2,13861,PC1,0.04322170174795049,0.04322170174795049
TMEM35,13821,PC1,0.043203486312046624,0.043203486312046624
UBA52,30135,PC1,-0.04317047041266532,0.04317047041266532
TSPAN7,13444,PC1,0.04276285836928218,0.04276285836928218
RAB6A,19385,PC1,0.042726638076660266,0.042726638076660266
SYT5,31238,PC1,0.042614331147792485,0.042614331147792485
YWHAZ,15212,PC1,0.04260219582671286,0.04260219582671286
BLCAP,28997,PC1,0.042538938091668935,0.042538938091668935
SV2A,1819,PC1,0.042460551940510044,0.042460551940510044
FNBP1L,1368,PC1,0.04240136975515892,0.04240136975515892
SPARC,9824,PC1,-0.042387163294599066,0.042387163294599066
RUNX1T1,15110,PC1,0.042359549262445124,0.042359549262445124
MORF4L1,24251,PC1,0.042305069340268626,0.042305069340268626
KIF3A,9492,PC1,0.04220362695818818,0.04220362695818818
KIF1A,5365,PC1,0.04219141973487862,0.04219141973487862
TCEAL7,13862,PC1,0.04212865692419776,0.04212865692419776
FEZ1,19942,PC1,0.04210278315675954,0.04210278315675954
CD63,20851,PC1,-0.04204525278826678,0.04204525278826678
CEP170,3098,PC1,0.042026921283118975,0.042026921283118975
CIB1,24405,PC1,-0.041999526221636295,0.041999526221636295
BEX5,13841,PC1,0.04199280303003201,0.04199280303003201
JPH4,22536,PC1,0.04192237338267884,0.04192237338267884
WLS,1190,PC1,-0.04188976272494974,0.04188976272494974
RPL26,26338,PC1,-0.04182956221559431,0.04182956221559431
RPL8,15615,PC1,-0.04172963499210479,0.04172963499210479
ZC2HC1A,15010,PC1,0.04157485304527348,0.04157485304527348
NAPB,28810,PC1,0.04146769696953197,0.04146769696953197
RPL27,27089,PC1,-0.041444414786066135,0.041444414786066135
C1orf192,2232,PC1,-0.04143699451026503,0.04143699451026503
SEPT7,12150,PC1,0.04100794530202554,0.04100794530202554
MAP2,5017,PC1,0.04096719145528435,0.04096719145528435
ZCCHC12,13954,PC1,0.040942503357498675,0.040942503357498675
PLTP,29120,PC1,-0.0409420881148307,0.0409420881148307
C16orf45,24945,PC1,0.04072736051692466,0.04072736051692466
C10orf35,17434,PC1,0.040714760514781,0.040714760514781
REEP1,4057,PC1,0.04068837731381037,0.04068837731381037
ATL1,22770,PC1,0.040687430151204546,0.040687430151204546
PHYHIPL,17365,PC1,0.040677167621362545,0.040677167621362545
RPLP0,21536,PC1,-0.04063523465509624,0.04063523465509624
ARPC5,2484,PC1,0.04060416850087908,0.04060416850087908
SERPINH1,19423,PC1,-0.04057700795993498,0.04057700795993498
CYBA,25974,PC1,-0.040534365099144605,0.040534365099144605
SMIM18,14631,PC1,0.040497490857459,0.040497490857459
TPBG,11128,PC1,-0.04045281926060498,0.04045281926060498
RPL22,166,PC1,-0.04042686053064574,0.04042686053064574
NECAP1,20215,PC1,0.04029410027434579,0.04029410027434579
CST3,28817,PC1,-0.04027345811578192,0.04027345811578192
YWHAE,26069,PC1,0.040246093423031135,0.040246093423031135
TBCB,30442,PC1,0.040140975677349144,0.040140975677349144
GNG2,22789,PC1,0.04005504229194737,0.04005504229194737
HSP90B1,21326,PC1,-0.03990318387027648,0.03990318387027648
NREP,9315,PC1,0.039860558531691466,0.039860558531691466
RPS25,19827,PC1,-0.039775484244596704,0.039775484244596704
NAP1L3,13805,PC1,0.039747681078404935,0.039747681078404935
CELF3,1883,PC1,0.03973857661459096,0.03973857661459096
EPS8L1,31231,PC1,0.039717198868194664,0.039717198868194664
RAB33A,14029,PC1,0.03969102775267129,0.03969102775267129
DKFZP761J1410,29843,PC1,0.03963592112516696,0.03963592112516696
EIF1B,5701,PC1,0.03955375974805328,0.03955375974805328
EIF4G2,18446,PC1,0.03949683098145626,0.03949683098145626
LPPR1,16315,PC1,0.039399738415937295,0.039399738415937295
WHSC1L1,14689,PC1,0.03937735163572862,0.03937735163572862
C1QL1,27162,PC1,0.039341792340597675,0.039341792340597675
TMEM66,14619,PC1,0.03932060577140891,0.03932060577140891
RUNDC3A,27137,PC1,0.03929363587718062,0.03929363587718062
CELF5,29540,PC1,0.03929020178785244,0.03929020178785244
RPS28,29733,PC1,-0.03926964296517733,0.03926964296517733
PIFO,1558,PC1,-0.03925133686129456,0.03925133686129456
ELAVL2,15783,PC1,0.0392434097403075,0.0392434097403075
PAK3,13924,PC1,0.03923402478826919,0.03923402478826919
UBC,21649,PC1,0.0391957412085675,0.0391957412085675
OSTC,7950,PC1,-0.03918230440513415,0.03918230440513415
KIF1B,233,PC1,0.03904036936648425,0.03904036936648425
CETN2,14193,PC1,-0.03900435722582293,0.03900435722582293
SLC38A1,20567,PC1,0.038998426852104716,0.038998426852104716
CCDC28B,679,PC1,0.03888656957572029,0.03888656957572029
RAC3,27867,PC1,0.038871287665421424,0.038871287665421424
GSTA4,10992,PC1,0.03874675801971467,0.03874675801971467
ACHE,12656,PC1,0.038688181884193824,0.038688181884193824
HDAC2,11328,PC1,0.03864488306392579,0.03864488306392579
MEAF6,770,PC1,0.03860514245482968,0.03860514245482968
TMEM14A,10987,PC1,0.03859528392210285,0.03859528392210285
TPT1,22009,PC1,-0.03851622062813007,0.03851622062813007
RPL37A,5068,PC1,-0.038452448462153566,0.038452448462153566
AKR7A2,410,PC1,-0.038418106797081714,0.038418106797081714
ZFP36L1,22972,PC1,-0.03838540020165964,0.03838540020165964
CCDC112,9348,PC1,0.03838029988970918,0.03838029988970918
CORO1A,25198,PC1,0.038347406173266034,0.038347406173266034
DAAM1,22872,PC1,0.03819696964953895,0.03819696964953895
TCEAL2,13839,PC1,0.03816818870837646,0.03816818870837646
TMEM59L,30138,PC1,0.038024177571602466,0.038024177571602466
AP2M1,6937,PC1,0.03802087660178606,0.03802087660178606
FABP5,15034,PC1,0.037967317450228445,0.037967317450228445
SYT4,28260,PC1,0.037930918944080474,0.037930918944080474
THSD7A,11941,PC1,0.03774156794734929,0.03774156794734929
SNAP25,28700,PC1,0.037713903976827765,0.037713903976827765
GNB2L1,10151,PC1,-0.037710651761099875,0.037710651761099875
PPA1,17442,PC1,0.037562398435066376,0.037562398435066376
RCN1,18623,PC1,-0.037562278966759434,0.037562278966759434
C9orf171,16698,PC1,-0.037515100770063134,0.037515100770063134
CENPV,26453,PC1,0.037483447467596534,0.037483447467596534
NACA,20905,PC1,-0.03747087154379651,0.03747087154379651
NAP1L5,7832,PC1,0.03738829152326939,0.03738829152326939
ONECUT3,29479,PC1,0.03734198910641188,0.03734198910641188
ANXA2,23959,PC1,-0.037212738399487424,0.037212738399487424
PDIA6,3335,PC1,-0.03712418996708278,0.03712418996708278
C1QTNF4,18783,PC1,0.037074986433338224,0.037074986433338224
RPL39,13968,PC1,-0.037060653656030514,0.037060653656030514
BSG,29407,PC1,-0.03688469992105891,0.03688469992105891
RPS24,17550,PC1,-0.03673601153674419,0.03673601153674419
TGIF1,27962,PC1,-0.03668938513599899,0.03668938513599899
RPL5,1362,PC1,-0.03664231574936035,0.03664231574936035
CDK5R1,26752,PC1,0.03664209051231309,0.03664209051231309
L1CAM,14226,PC1,0.03656773137317391,0.03656773137317391
RPL32,5521,PC1,-0.03655559104544263,0.03655559104544263
CALR,29928,PC1,-0.03647072917586932,0.03647072917586932
NEFM,14562,PC1,0.036438085378998404,0.036438085378998404
MYL12A,27957,PC1,-0.03642503564030019,0.03642503564030019
SYN1,13506,PC1,0.03636423881132738,0.03636423881132738
NDUFA5,12837,PC1,0.03631326604117637,0.03631326604117637
SOX4,10363,PC1,0.036239938666429945,0.036239938666429945
C5orf49,8606,PC1,-0.03615746455825789,0.03615746455825789
DNALI1,772,PC1,-0.03615036909414398,0.03615036909414398
PRKACB,1283,PC1,0.03614580119593739,0.03614580119593739
RPL18,30911,PC1,-0.03606605283637794,0.03606605283637794
KIF9,5812,PC1,-0.036057161793373885,0.036057161793373885
TMEM98,26759,PC1,-0.03602141917956866,0.03602141917956866
KIF5A,20936,PC1,0.03601850436579715,0.03601850436579715
RPS11,30971,PC1,-0.03600116606449759,0.03600116606449759
RPS10,10739,PC1,-0.035959407040327095,0.035959407040327095
RPL24,6215,PC1,-0.035941966846865535,0.035941966846865535
SPA17,19921,PC1,-0.035887748703741174,0.035887748703741174
NRXN1,3735,PC1,0.035856591562449504,0.035856591562449504
NR4A2,4576,PC1,0.0358312662245171,0.0358312662245171
ATP1B1,2323,PC1,0.03566667004857048,0.03566667004857048
NDRG4,25522,PC1,0.03544192525606194,0.03544192525606194
SEPT3,32077,PC1,0.03534801706685521,0.03534801706685521
ADCYAP1,27936,PC1,0.035327171770350434,0.035327171770350434
PTMS,20172,PC1,0.03531974848625365,0.03531974848625365
DNAJC12,17405,PC1,0.03529556479717957,0.03529556479717957
POU2F2,30663,PC1,0.035247755572317484,0.035247755572317484
SPAG6,17084,PC1,-0.03522591783524039,0.03522591783524039
ATP6V0B,895,PC1,0.03522059855042201,0.03522059855042201
SCN3B,19892,PC1,0.03520330473395434,0.03520330473395434
CSRP2,21120,PC1,-0.035186214286944954,0.035186214286944954
CXXC5,9609,PC1,0.03513062345593061,0.03513062345593061
KIFAP3,2338,PC1,0.035106783476906406,0.035106783476906406
NOVA1,22593,PC1,0.035061370560809414,0.035061370560809414
POLR2L,18190,PC1,-0.034982113463813684,0.034982113463813684
SYP,13558,PC1,0.03494795811507386,0.03494795811507386
RUNDC3B,12484,PC1,0.03487200587528287,0.03487200587528287
VIM,17039,PC1,-0.03479837924344974,0.03479837924344974
SERTAD4,2765,PC1,0.03478484243443086,0.03478484243443086
KLF7,4992,PC1,0.03470423595364332,0.03470423595364332
MORN2,3637,PC1,-0.03465466398410647,0.03465466398410647
PBXIP1,2012,PC1,-0.034627734156701305,0.034627734156701305
MORN5,16487,PC1,-0.03461792705270006,0.03461792705270006
SNCA,7840,PC1,0.0345900708531929,0.0345900708531929
MLF1,6740,PC1,-0.03456506414630137,0.03456506414630137
BZW2,11971,PC1,0.03450427456250732,0.03450427456250732
RPL18A,30104,PC1,-0.03445234716344536,0.03445234716344536
ATP6V0E2,13110,PC1,0.0344509508397744,0.0344509508397744
GLRX,9232,PC1,0.03443301470384841,0.03443301470384841
SERP2,21999,PC1,0.034415031794270794,0.034415031794270794
SOX11,3268,PC1,0.034365334910743776,0.034365334910743776
DDC,12277,PC1,0.034348500490401314,0.034348500490401314
PDZRN4,20535,PC1,0.03433947773866292,0.03433947773866292
LY6H,15519,PC1,0.034301282671760365,0.034301282671760365
PRKAR2B,12732,PC1,0.03425749327030144,0.03425749327030144
TSC22D1,22001,PC1,0.03416670393519015,0.03416670393519015
MATR3,9596,PC1,0.034105430624496544,0.034105430624496544
P4HB,27844,PC1,-0.034079195455419556,0.034079195455419556
RPS5,31398,PC1,-0.03403755394443341,0.03403755394443341
PKIA,15009,PC1,0.03394854077638275,0.03394854077638275
ODC1,3326,PC1,-0.03391733887836118,0.03391733887836118
ATCAY,29564,PC1,0.03389623150179557,0.03389623150179557
C1orf216,743,PC1,0.03389373184020845,0.03389373184020845
AKR1C1,16912,PC1,0.033846221641373256,0.033846221641373256
RGS17,11631,PC1,0.03382133272042586,0.03382133272042586
ARID4A,22864,PC1,0.033757809913493045,0.033757809913493045
ZMYND10,5913,PC1,-0.033737662302062134,0.033737662302062134
ARMC3,17086,PC1,-0.0336736039855799,0.0336736039855799
C1orf194,1491,PC1,-0.03364406870558166,0.03364406870558166
FAM155A,22303,PC1,0.033583220988751473,0.033583220988751473
SLC17A6,18562,PC1,0.03356507954154735,0.03356507954154735
CAPSL,8764,PC1,-0.03336783632492336,0.03336783632492336
TCTEX1D1,1175,PC1,-0.03320450859663181,0.03320450859663181
AP1S2,13333,PC1,0.03308522657402406,0.03308522657402406
TCTN1,21417,PC1,-0.033072259680936675,0.033072259680936675
LMO3,20366,PC1,0.033063471205830176,0.033063471205830176
RSPH1,32566,PC1,-0.03305862975898955,0.03305862975898955
HMGCS1,8835,PC1,0.03300249442088707,0.03300249442088707
DSTN,28740,PC1,0.03286830591559761,0.03286830591559761
MNS1,23923,PC1,-0.03285953700351975,0.03285953700351975
RXRG,2272,PC1,0.032798909313009106,0.032798909313009106
EIF3E,15270,PC1,-0.032791413594301516,0.032791413594301516
FSTL1,6352,PC1,-0.03279105474167694,0.03279105474167694
HMGN2,564,PC1,-0.03270695350139332,0.03270695350139332
AKAP14,13972,PC1,-0.03259930353850537,0.03259930353850537
TMEFF2,4866,PC1,0.03259323583396726,0.03259323583396726
METRN,24602,PC1,-0.03256826431845085,0.03256826431845085
C9orf116,16754,PC1,-0.032492257876716266,0.032492257876716266
RABL5,12674,PC1,-0.03243622957842151,0.03243622957842151
RP11-509E16.1,3464,PC1,0.03238727275375609,0.03238727275375609
NFIA,1128,PC1,-0.03237367418498451,0.03237367418498451
FAM171B,4824,PC1,0.03237227019633695,0.03237227019633695
MYT1L,3235,PC1,0.03231515232349574,0.03231515232349574
NQO1,25680,PC1,-0.03226835025691159,0.03226835025691159
LRRIQ1,21169,PC1,-0.03224418844987,0.03224418844987
SCG2,5179,PC1,0.032228574997926765,0.032228574997926765
NLRP1,26215,PC1,0.03222725821456723,0.03222725821456723
ACAT2,11682,PC1,0.032158145754977885,0.032158145754977885
SPATA17,2824,PC1,-0.032144127603126633,0.032144127603126633
C11orf88,19694,PC1,-0.03207444898616839,0.03207444898616839
SEZ6L2,25179,PC1,0.03206661267394851,0.03206661267394851
FAM81B,9224,PC1,-0.03205555653450986,0.03205555653450986
CCDC146,12438,PC1,-0.03204641492611409,0.03204641492611409
NAP1L1,21114,PC1,-0.03200149956739149,0.03200149956739149
RP3-525N10.2,11048,PC1,0.03193836058858053,0.03193836058858053
SCN2A,4633,PC1,0.03192113149312588,0.03192113149312588
OLFM1,16746,PC1,0.03190337196856864,0.03190337196856864
CSRNP3,4634,PC1,0.031845721536141486,0.031845721536141486
FAM183A,870,PC1,-0.03175224929161401,0.03175224929161401
C9orf24,15849,PC1,-0.0317005765608698,0.0317005765608698
SNCG,17618,PC1,0.03165354262528152,0.03165354262528152
EMC2,15272,PC1,-0.031639967989323434,0.031639967989323434
CCDC19,2168,PC1,-0.031587316175139005,0.031587316175139005
ATP6V0E1,9992,PC1,-0.03150938872020388,0.03150938872020388
RPS27L,23991,PC1,-0.03144659192911121,0.03144659192911121
DYNLRB2,25831,PC1,-0.03141439423518318,0.03141439423518318
SMS,13370,PC1,0.03138823830402916,0.03138823830402916
UCP2,19394,PC1,-0.03137958926824051,0.03137958926824051
PHACTR3,29277,PC1,0.03137543045786529,0.03137543045786529
SYBU,15282,PC1,0.03130005825802041,0.03130005825802041
GJA1,11373,PC1,-0.03128758342138963,0.03128758342138963
PAK7,28693,PC1,0.031258866034582194,0.031258866034582194
LINGO1,24222,PC1,0.031099577032686006,0.031099577032686006
ZNF385D,5586,PC1,0.031062360149616212,0.031062360149616212
IQCG,7133,PC1,-0.031055415554388156,0.031055415554388156
GLRA2,13319,PC1,0.031028219551746422,0.031028219551746422
EFCAB1,14779,PC1,-0.03101610805204934,0.03101610805204934
ODF3B,32216,PC1,-0.03094144637220814,0.03094144637220814
C6orf118,11716,PC1,-0.030763385951178092,0.030763385951178092
SOX2,6903,PC1,-0.03073105242871271,0.03073105242871271
FANK1,18055,PC1,-0.030718183189575015,0.030718183189575015
ENKUR,17098,PC1,-0.0307056996373603,0.0307056996373603
GRIA2,8280,PC1,0.030704103716307152,0.030704103716307152
WDR16,26356,PC1,-0.030678616141955332,0.030678616141955332
MFAP2,380,PC1,-0.030669323025293037,0.030669323025293037
PCSK1,9242,PC1,0.030666818678462604,0.030666818678462604
DKK3,18459,PC1,0.03064368451683402,0.03064368451683402
IGFBP2,5071,PC1,-0.030639906552307958,0.030639906552307958
USP11,13500,PC1,0.03063413012612303,0.03063413012612303
GNG11,12534,PC1,-0.030510683235110223,0.030510683235110223
RSPH4A,11352,PC1,-0.0304919619505612,0.0304919619505612
PPP1R1A,20821,PC1,0.030444615430701236,0.030444615430701236
C5orf30,9281,PC1,0.030358347383050207,0.030358347383050207
CBX5,20806,PC1,0.030313882741354273,0.030313882741354273
DPCD,17828,PC1,-0.03031147292627755,0.03031147292627755
FGF13,14102,PC1,0.030236680325332048,0.030236680325332048
CLIC1,10630,PC1,-0.030204471701508296,0.030204471701508296
HES1,7051,PC1,-0.030062609391591347,0.030062609391591347
IFT57,6237,PC1,-0.03001862962297244,0.03001862962297244
TRPM3,16074,PC1,-0.030015291791523353,0.030015291791523353
RPSA,5698,PC1,-0.030011661747696535,0.030011661747696535
TUBB4B,16842,PC1,-0.029959047109032508,0.029959047109032508
PCDH17,22101,PC1,0.029877506102869923,0.029877506102869923
NDFIP1,9714,PC1,0.029869058267455062,0.029869058267455062
STOML3,21958,PC1,-0.02985894645387774,0.02985894645387774
MEST,12918,PC1,-0.02984862891253012,0.02984862891253012
CTC-378H22.2,30665,PC1,0.029820476829323508,0.029820476829323508
ROPN1L,8638,PC1,-0.029787019040304518,0.029787019040304518
LBH,3559,PC1,0.029741174351548706,0.029741174351548706
PON2,12547,PC1,-0.02958273211775208,0.02958273211775208
CHST8,30340,PC1,0.029574327521533127,0.029574327521533127
TPPP3,25605,PC1,-0.02956431145172144,0.02956431145172144
RPL14,5704,PC1,-0.029472495976937588,0.029472495976937588
TRIM36,9343,PC1,0.029424236685743888,0.029424236685743888
PPIL6,11279,PC1,-0.029397987602768162,0.029397987602768162
TEKT1,26228,PC1,-0.029381145507975923,0.029381145507975923
HMGCR,9074,PC1,0.029353679183555168,0.029353679183555168
ASNS,12565,PC1,0.029345363866020803,0.029345363866020803
FOXJ1,27702,PC1,-0.029330536646661933,0.029330536646661933
SPEF1,28641,PC1,-0.02932149128001525,0.02932149128001525
IDH1,5013,PC1,0.029314929350857832,0.029314929350857832
C2orf80,5012,PC1,0.029304442832745217,0.029304442832745217
SH3GL3,24329,PC1,0.029236393272936752,0.029236393272936752
FAIM2,20659,PC1,0.02921189120986739,0.02921189120986739
LSAMP,6316,PC1,0.029191620971576716,0.029191620971576716
DUSP4,14610,PC1,0.029189413629360075,0.029189413629360075
PDIA3,23775,PC1,-0.02912891139582847,0.02912891139582847
C9orf135,16068,PC1,-0.02911453078292901,0.02911453078292901
KLHDC8B,5865,PC1,-0.029000014719585736,0.029000014719585736
RPL4,24049,PC1,-0.02895931799663395,0.02895931799663395
CCDC170,11618,PC1,-0.028950579534367936,0.028950579534367936
VGF,12665,PC1,0.028939979140698964,0.028939979140698964
GGH,14884,PC1,-0.028791431243700812,0.028791431243700812
PSENEN,30413,PC1,-0.02871087049663883,0.02871087049663883
SDC2,15171,PC1,-0.02866067503781553,0.02866067503781553
COX7A2,11091,PC1,0.028633637431400797,0.028633637431400797
LINC00966,14896,PC1,0.028603251568848194,0.028603251568848194
NTNG1,1466,PC1,0.028567051851828243,0.028567051851828243
ANK3,17373,PC1,0.028503805339371198,0.028503805339371198
RPL35,16538,PC1,-0.028498939480155028,0.028498939480155028
CCND1,19309,PC1,-0.028478167268818678,0.028478167268818678
ENO1,210,PC1,-0.02846679283666823,0.02846679283666823
MANF,5926,PC1,-0.028459469073249203,0.028459469073249203
COL18A1,32664,PC1,-0.028373174596773056,0.028373174596773056
IFITM2,18144,PC1,-0.02828045792879468,0.02828045792879468
