model,k,param_str,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,frac_out_of_range_mean,frac_out_of_range_std,scheme,pool_correction,tuning,n_outer_folds,selection_distribution,fold_features,label_variant
ridge,7,alpha=100.0,0.1082830851957492,0.0005903260787595,0.1393315673351462,0.0007635483647887,0.4638711872867868,0.0058818159701732,0.0080882352941176,0.0023252041618885,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,8,alpha=0.01,0.1008553891540722,0.0014520051735829,0.1335409140421723,0.0013956630895522,0.5074733382959042,0.0103199540001767,0.075,0.0096805968912409,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,8,alpha=0.1,0.1005040722308905,0.0013898830968274,0.1333774588151977,0.0013440768488921,0.5086817084124682,0.0099320681139256,0.0735294117647058,0.0084904451351415,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,8,alpha=1.0,0.0990016087750288,0.0012100396087247,0.1326368277061596,0.0011841228033784,0.5141325908693238,0.0087067116455764,0.0654411764705882,0.0122303675979163,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,8,alpha=10.0,0.0976916516533503,0.0007705997516868,0.1310727565930609,0.0009724542487324,0.5255343834987922,0.0070309405604081,0.0463235294117647,0.0125216076220047,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,8,alpha=100.0,0.1079066303696489,0.0006271883820464,0.1389068674347491,0.0007134494134817,0.4671363312463145,0.0054823077155321,0.0080882352941176,0.0023252041618885,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,9,alpha=0.01,0.1005520688969241,0.0017475088524885,0.1317674425107205,0.0021039458448207,0.5204054520671242,0.0152342153674887,0.0860294117647058,0.0092034232134894,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,9,alpha=0.1,0.0998502863406588,0.0015668548910196,0.1314330975818051,0.0018807042339692,0.5228577489725249,0.0135813519368685,0.0845588235294117,0.009955929417446,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,9,alpha=1.0,0.0981990666621609,0.0011426373844459,0.131513498397959,0.0013307052404906,0.5223178184027394,0.0096296006168409,0.0691176470588235,0.0130616790141904,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,9,alpha=10.0,0.0977902376700574,0.0008177895931999,0.1312625993638836,0.0011659431345624,0.5241487624901262,0.0084548465489615,0.0455882352941176,0.0119068213740109,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,9,alpha=100.0,0.1079299849484775,0.0006397042488597,0.139002997121221,0.0007438526877581,0.4663974619683728,0.0057213827402695,0.0080882352941176,0.0023252041618885,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,10,alpha=0.01,0.1012267423018099,0.0018741503176592,0.1323071786610656,0.0024046985044581,0.5164356462659151,0.0174900060803443,0.0926470588235294,0.0105135346027094,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,10,alpha=0.1,0.1003813917866468,0.0016254516490135,0.1318374480414251,0.0021015026985818,0.5198960901120733,0.0152268402137791,0.0875,0.0106554240780804,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,10,alpha=1.0,0.098525178476287,0.0011037021988041,0.1315910299296175,0.001366347666282,0.5217520963584807,0.0099032059235852,0.0669117647058823,0.0160534538174635,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,10,alpha=10.0,0.0977221732724189,0.0008183347641967,0.1311918176352446,0.0011044785650392,0.5246652498743998,0.0080112642910413,0.0441176470588235,0.0103986291350962,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
ridge,10,alpha=100.0,0.1078801197582981,0.0006422889858434,0.1389878109733878,0.0007806462442658,0.4665126511710386,0.005999033441553,0.0080882352941176,0.0023252041618885,plain,False,flat,,,fold_features_D11_qualonly_da_untreated.csv,da_untreated
lasso,8,alpha=0.01,0.1002001881620145,0.0018357611564459,0.1326818200069637,0.0021111742943685,0.5137270047845003,0.0153933092767758,0.05,0.019236683206224,plain,False,nested,50.0,"k=8,alpha=0.01 x8; k=9,alpha=0.001 x6; k=3,alpha=0.01 x5; k=5,alpha=0.001 x4; k=4,alpha=0.01 x4; k=9,alpha=0.01 x3; k=4,alpha=0.001 x3; k=10,alpha=0.001 x3; k=6,alpha=0.001 x3; k=10,alpha=0.01 x3; k=2,alpha=0.01 x2; k=7,alpha=0.01 x2; k=7,alpha=0.001 x2; k=6,alpha=0.01 x2",fold_features_D11_qualonly_da_untreated.csv,da_untreated
