scheme,pool_correction,model,repeat,fold,selected_k,selected_param
loco,False,logistic_l1,0,112,10,C=100.0
loco,False,logistic_l2,0,113,6,C=0.1
loco,False,logistic_l1,0,113,2,C=0.1
loco,False,logistic_l2,0,114,6,C=10.0
loco,False,logistic_l1,0,114,2,C=0.1
loco,False,logistic_l2,0,115,10,C=100.0
loco,False,logistic_l1,0,115,10,C=100.0
loco,False,logistic_l2,0,116,6,C=1.0
loco,False,logistic_l1,0,116,2,C=0.1
loco,False,logistic_l2,0,117,10,C=100.0
loco,False,logistic_l1,0,117,10,C=100.0
loco,False,logistic_l2,0,118,10,C=100.0
loco,False,logistic_l1,0,118,10,C=100.0
loco,False,logistic_l2,0,119,6,C=0.1
loco,False,logistic_l1,0,119,2,C=0.1
loco,False,logistic_l2,0,120,10,C=100.0
loco,False,logistic_l1,0,120,10,C=100.0
loco,False,logistic_l2,0,121,6,C=10.0
loco,False,logistic_l1,0,121,3,C=1.0
loco,False,logistic_l2,0,122,10,C=100.0
loco,False,logistic_l1,0,122,10,C=100.0
loco,False,logistic_l2,0,123,6,C=100.0
loco,False,logistic_l1,0,123,2,C=1.0
loco,False,logistic_l2,0,124,6,C=1.0
loco,False,logistic_l1,0,124,4,C=1.0
loco,False,logistic_l2,0,125,10,C=100.0
loco,False,logistic_l1,0,125,10,C=100.0
loco,False,logistic_l2,0,126,2,C=100.0
loco,False,logistic_l1,0,126,3,C=10.0
loco,False,logistic_l2,0,127,3,C=100.0
loco,False,logistic_l1,0,127,3,C=10.0
loco,False,logistic_l2,0,128,6,C=10.0
loco,False,logistic_l1,0,128,2,C=0.1
loco,False,logistic_l2,0,129,10,C=100.0
loco,False,logistic_l1,0,129,2,C=0.1
loco,False,logistic_l2,0,130,2,C=100.0
loco,False,logistic_l1,0,130,2,C=1.0
loco,False,logistic_l2,0,131,2,C=100.0
loco,False,logistic_l1,0,131,2,C=1.0
loco,False,logistic_l2,0,132,2,C=100.0
loco,False,logistic_l1,0,132,2,C=1.0
loco,False,logistic_l2,0,133,2,C=100.0
loco,False,logistic_l1,0,133,2,C=100.0
loco,False,logistic_l2,0,134,2,C=100.0
loco,False,logistic_l1,0,134,2,C=1.0
loco,False,logistic_l2,0,135,2,C=100.0
loco,False,logistic_l1,0,135,2,C=0.1
loco,False,logistic_l2,0,136,2,C=100.0
loco,False,logistic_l1,0,136,2,C=0.1
loco,False,logistic_l2,0,137,2,C=100.0
loco,False,logistic_l1,0,137,2,C=1.0
lodo,False,logistic_l2,0,0,6,C=0.01
lodo,False,logistic_l1,0,0,2,C=100.0
lodo,False,logistic_l2,0,1,10,C=0.01
lodo,False,logistic_l1,0,1,6,C=1.0
lodo,False,logistic_l2,0,2,6,C=10.0
lodo,False,logistic_l1,0,2,2,C=0.1
lodo,False,logistic_l2,0,3,3,C=100.0
lodo,False,logistic_l1,0,3,2,C=0.1
lodo,False,logistic_l2,0,4,3,C=1.0
lodo,False,logistic_l1,0,4,2,C=1.0
lodo,False,logistic_l2,0,5,7,C=1.0
lodo,False,logistic_l1,0,5,8,C=1.0
lodo,False,logistic_l2,0,6,6,C=0.01
lodo,False,logistic_l1,0,6,2,C=0.1
lodo,False,logistic_l2,0,7,2,C=10.0
lodo,False,logistic_l1,0,7,2,C=10.0
lodo,False,logistic_l2,0,8,6,C=100.0
lodo,False,logistic_l1,0,8,2,C=0.1
lodo,False,logistic_l2,0,9,7,C=10.0
lodo,False,logistic_l1,0,9,7,C=10.0
lodo,False,logistic_l2,0,10,6,C=100.0
lodo,False,logistic_l1,0,10,6,C=100.0
lodo,False,logistic_l2,0,11,2,C=100.0
lodo,False,logistic_l1,0,11,7,C=100.0
lodo,False,logistic_l2,0,12,2,C=100.0
lodo,False,logistic_l1,0,12,2,C=1.0
lodo,False,logistic_l2,0,13,10,C=100.0
lodo,False,logistic_l1,0,13,10,C=100.0
lodo,False,logistic_l2,0,14,2,C=0.1
lodo,False,logistic_l1,0,14,2,C=1.0
lodo,False,logistic_l2,0,15,3,C=0.01
lodo,False,logistic_l1,0,15,1,C=0.1
lodo,False,logistic_l2,0,16,6,C=0.1
lodo,False,logistic_l1,0,16,6,C=10.0
lodo,False,logistic_l2,0,17,3,C=100.0
lodo,False,logistic_l1,0,17,2,C=0.1
lodo,False,logistic_l2,0,18,3,C=100.0
lodo,False,logistic_l1,0,18,2,C=1.0
lodo,False,logistic_l2,0,19,2,C=100.0
lodo,False,logistic_l1,0,19,2,C=1.0
