scheme,pool_correction,model,repeat,fold,selected_k,selected_param,label_variant
loco,False,ridge,0,1,8,alpha=10.0,da_untreated
loco,False,lasso,0,1,8,alpha=0.01,da_untreated
loco,False,ridge,0,2,7,alpha=10.0,da_untreated
loco,False,lasso,0,2,8,alpha=0.01,da_untreated
loco,False,ridge,0,3,9,alpha=1.0,da_untreated
loco,False,lasso,0,3,9,alpha=0.001,da_untreated
loco,False,ridge,0,4,8,alpha=10.0,da_untreated
loco,False,lasso,0,4,10,alpha=0.001,da_untreated
loco,False,ridge,0,5,8,alpha=10.0,da_untreated
loco,False,lasso,0,5,9,alpha=0.001,da_untreated
loco,False,ridge,0,6,7,alpha=10.0,da_untreated
loco,False,lasso,0,6,8,alpha=0.01,da_untreated
loco,False,ridge,0,7,8,alpha=10.0,da_untreated
loco,False,lasso,0,7,4,alpha=0.01,da_untreated
loco,False,ridge,0,8,8,alpha=10.0,da_untreated
loco,False,lasso,0,8,8,alpha=0.01,da_untreated
loco,False,ridge,0,9,8,alpha=10.0,da_untreated
loco,False,lasso,0,9,8,alpha=0.01,da_untreated
loco,False,ridge,0,10,9,alpha=1.0,da_untreated
loco,False,lasso,0,10,10,alpha=0.001,da_untreated
loco,False,ridge,0,11,9,alpha=1.0,da_untreated
loco,False,lasso,0,11,9,alpha=0.001,da_untreated
loco,False,ridge,0,12,8,alpha=10.0,da_untreated
loco,False,lasso,0,12,8,alpha=0.01,da_untreated
loco,False,ridge,0,13,8,alpha=10.0,da_untreated
loco,False,lasso,0,13,9,alpha=0.001,da_untreated
loco,False,ridge,0,14,7,alpha=10.0,da_untreated
loco,False,lasso,0,14,9,alpha=0.001,da_untreated
loco,False,ridge,0,15,8,alpha=10.0,da_untreated
loco,False,lasso,0,15,9,alpha=0.001,da_untreated
loco,False,ridge,0,16,8,alpha=10.0,da_untreated
loco,False,lasso,0,16,9,alpha=0.001,da_untreated
loco,False,ridge,0,17,8,alpha=10.0,da_untreated
loco,False,lasso,0,17,9,alpha=0.001,da_untreated
loco,False,ridge,0,18,7,alpha=10.0,da_untreated
loco,False,lasso,0,18,9,alpha=0.01,da_untreated
loco,False,ridge,0,19,8,alpha=10.0,da_untreated
loco,False,lasso,0,19,9,alpha=0.001,da_untreated
loco,False,ridge,0,20,8,alpha=10.0,da_untreated
loco,False,lasso,0,20,10,alpha=0.001,da_untreated
loco,False,ridge,0,21,8,alpha=10.0,da_untreated
loco,False,lasso,0,21,10,alpha=0.001,da_untreated
loco,False,ridge,0,22,8,alpha=10.0,da_untreated
loco,False,lasso,0,22,10,alpha=0.001,da_untreated
loco,False,ridge,0,23,8,alpha=10.0,da_untreated
loco,False,lasso,0,23,10,alpha=0.001,da_untreated
loco,False,ridge,0,24,7,alpha=10.0,da_untreated
loco,False,lasso,0,24,8,alpha=0.01,da_untreated
loco,False,ridge,0,25,8,alpha=10.0,da_untreated
loco,False,lasso,0,25,4,alpha=0.01,da_untreated
loco,False,ridge,0,26,7,alpha=10.0,da_untreated
loco,False,lasso,0,26,4,alpha=0.01,da_untreated
loco,False,ridge,0,27,7,alpha=10.0,da_untreated
loco,False,lasso,0,27,4,alpha=0.01,da_untreated
loco,False,ridge,0,28,10,alpha=10.0,da_untreated
loco,False,lasso,0,28,4,alpha=0.01,da_untreated
loco,False,ridge,0,29,8,alpha=10.0,da_untreated
loco,False,lasso,0,29,10,alpha=0.001,da_untreated
loco,False,ridge,0,30,8,alpha=10.0,da_untreated
loco,False,lasso,0,30,10,alpha=0.001,da_untreated
loco,False,ridge,0,31,10,alpha=1.0,da_untreated
loco,False,lasso,0,31,10,alpha=0.001,da_untreated
loco,False,ridge,0,32,8,alpha=10.0,da_untreated
loco,False,lasso,0,32,10,alpha=0.001,da_untreated
loco,False,ridge,0,33,8,alpha=10.0,da_untreated
loco,False,lasso,0,33,10,alpha=0.001,da_untreated
loco,False,ridge,0,34,9,alpha=1.0,da_untreated
loco,False,lasso,0,34,10,alpha=0.001,da_untreated
loco,False,ridge,0,35,8,alpha=10.0,da_untreated
loco,False,lasso,0,35,10,alpha=0.001,da_untreated
loco,False,ridge,0,36,8,alpha=10.0,da_untreated
loco,False,lasso,0,36,9,alpha=0.001,da_untreated
loco,False,ridge,0,37,8,alpha=10.0,da_untreated
loco,False,lasso,0,37,4,alpha=0.01,da_untreated
loco,False,ridge,0,38,8,alpha=10.0,da_untreated
loco,False,lasso,0,38,10,alpha=0.001,da_untreated
loco,False,ridge,0,39,8,alpha=10.0,da_untreated
loco,False,lasso,0,39,9,alpha=0.001,da_untreated
loco,False,ridge,0,40,8,alpha=10.0,da_untreated
loco,False,lasso,0,40,9,alpha=0.001,da_untreated
loco,False,ridge,0,41,8,alpha=10.0,da_untreated
loco,False,lasso,0,41,9,alpha=0.001,da_untreated
loco,False,ridge,0,42,8,alpha=10.0,da_untreated
loco,False,lasso,0,42,9,alpha=0.001,da_untreated
loco,False,ridge,0,43,8,alpha=10.0,da_untreated
loco,False,lasso,0,43,9,alpha=0.001,da_untreated
loco,False,ridge,0,44,10,alpha=1.0,da_untreated
loco,False,lasso,0,44,9,alpha=0.001,da_untreated
loco,False,ridge,0,45,8,alpha=10.0,da_untreated
loco,False,lasso,0,45,9,alpha=0.001,da_untreated
loco,False,ridge,0,46,8,alpha=10.0,da_untreated
loco,False,lasso,0,46,4,alpha=0.01,da_untreated
loco,False,ridge,0,47,8,alpha=10.0,da_untreated
loco,False,lasso,0,47,9,alpha=0.001,da_untreated
loco,False,ridge,0,48,8,alpha=10.0,da_untreated
loco,False,lasso,0,48,4,alpha=0.01,da_untreated
loco,False,ridge,0,49,10,alpha=10.0,da_untreated
loco,False,lasso,0,49,4,alpha=0.01,da_untreated
loco,False,ridge,0,50,10,alpha=10.0,da_untreated
loco,False,lasso,0,50,4,alpha=0.01,da_untreated
loco,False,ridge,0,51,7,alpha=10.0,da_untreated
loco,False,lasso,0,51,8,alpha=0.01,da_untreated
loco,False,ridge,0,52,10,alpha=10.0,da_untreated
loco,False,lasso,0,52,4,alpha=0.01,da_untreated
loco,False,ridge,0,53,8,alpha=10.0,da_untreated
loco,False,lasso,0,53,9,alpha=0.001,da_untreated
loco,False,ridge,0,54,10,alpha=10.0,da_untreated
loco,False,lasso,0,54,8,alpha=0.001,da_untreated
loco,False,ridge,0,55,8,alpha=10.0,da_untreated
loco,False,lasso,0,55,4,alpha=0.01,da_untreated
loco,False,ridge,0,56,8,alpha=10.0,da_untreated
loco,False,lasso,0,56,4,alpha=0.01,da_untreated
loco,False,ridge,0,57,7,alpha=10.0,da_untreated
loco,False,lasso,0,57,8,alpha=0.01,da_untreated
loco,False,ridge,0,58,7,alpha=10.0,da_untreated
loco,False,lasso,0,58,7,alpha=0.001,da_untreated
loco,False,ridge,0,59,10,alpha=10.0,da_untreated
loco,False,lasso,0,59,10,alpha=0.01,da_untreated
loco,False,ridge,0,60,7,alpha=10.0,da_untreated
loco,False,lasso,0,60,7,alpha=0.001,da_untreated
loco,False,ridge,0,61,8,alpha=10.0,da_untreated
loco,False,lasso,0,61,8,alpha=0.01,da_untreated
loco,False,ridge,0,62,7,alpha=10.0,da_untreated
loco,False,lasso,0,62,7,alpha=0.001,da_untreated
loco,False,ridge,0,63,8,alpha=10.0,da_untreated
loco,False,lasso,0,63,8,alpha=0.01,da_untreated
loco,False,ridge,0,64,8,alpha=10.0,da_untreated
loco,False,lasso,0,64,8,alpha=0.01,da_untreated
loco,False,ridge,0,65,7,alpha=10.0,da_untreated
loco,False,lasso,0,65,7,alpha=0.001,da_untreated
loco,False,ridge,0,66,7,alpha=10.0,da_untreated
loco,False,lasso,0,66,7,alpha=0.001,da_untreated
loco,False,ridge,0,67,7,alpha=10.0,da_untreated
loco,False,lasso,0,67,7,alpha=0.001,da_untreated
loco,False,ridge,0,68,7,alpha=10.0,da_untreated
loco,False,lasso,0,68,7,alpha=0.001,da_untreated
loco,False,ridge,0,69,7,alpha=0.1,da_untreated
loco,False,lasso,0,69,7,alpha=0.001,da_untreated
loco,False,ridge,0,70,6,alpha=1.0,da_untreated
loco,False,lasso,0,70,7,alpha=0.001,da_untreated
loco,False,ridge,0,71,8,alpha=10.0,da_untreated
loco,False,lasso,0,71,8,alpha=0.01,da_untreated
loco,False,ridge,0,72,4,alpha=10.0,da_untreated
loco,False,lasso,0,72,8,alpha=0.01,da_untreated
loco,False,ridge,0,73,4,alpha=10.0,da_untreated
loco,False,lasso,0,73,8,alpha=0.01,da_untreated
loco,False,ridge,0,74,8,alpha=10.0,da_untreated
loco,False,lasso,0,74,8,alpha=0.01,da_untreated
loco,False,ridge,0,75,8,alpha=10.0,da_untreated
loco,False,lasso,0,75,8,alpha=0.01,da_untreated
loco,False,ridge,0,76,8,alpha=10.0,da_untreated
loco,False,lasso,0,76,10,alpha=0.01,da_untreated
loco,False,ridge,0,77,6,alpha=1.0,da_untreated
loco,False,lasso,0,77,6,alpha=0.001,da_untreated
loco,False,ridge,0,78,8,alpha=10.0,da_untreated
loco,False,lasso,0,78,8,alpha=0.01,da_untreated
loco,False,ridge,0,79,6,alpha=0.01,da_untreated
loco,False,lasso,0,79,7,alpha=0.001,da_untreated
loco,False,ridge,0,80,6,alpha=1.0,da_untreated
loco,False,lasso,0,80,6,alpha=0.001,da_untreated
loco,False,ridge,0,81,8,alpha=10.0,da_untreated
loco,False,lasso,0,81,8,alpha=0.01,da_untreated
loco,False,ridge,0,82,6,alpha=0.1,da_untreated
loco,False,lasso,0,82,7,alpha=0.001,da_untreated
loco,False,ridge,0,83,6,alpha=1.0,da_untreated
loco,False,lasso,0,83,7,alpha=0.001,da_untreated
loco,False,ridge,0,84,7,alpha=1.0,da_untreated
loco,False,lasso,0,84,7,alpha=0.001,da_untreated
loco,False,ridge,0,85,7,alpha=1.0,da_untreated
loco,False,lasso,0,85,7,alpha=0.001,da_untreated
loco,False,ridge,0,86,8,alpha=10.0,da_untreated
loco,False,lasso,0,86,9,alpha=0.01,da_untreated
loco,False,ridge,0,87,7,alpha=1.0,da_untreated
loco,False,lasso,0,87,7,alpha=0.001,da_untreated
loco,False,ridge,0,88,8,alpha=10.0,da_untreated
loco,False,lasso,0,88,8,alpha=0.01,da_untreated
loco,False,ridge,0,89,7,alpha=1.0,da_untreated
loco,False,lasso,0,89,7,alpha=0.001,da_untreated
loco,False,ridge,0,90,7,alpha=1.0,da_untreated
loco,False,lasso,0,90,9,alpha=0.001,da_untreated
loco,False,ridge,0,91,7,alpha=1.0,da_untreated
loco,False,lasso,0,91,7,alpha=0.001,da_untreated
loco,False,ridge,0,92,8,alpha=10.0,da_untreated
loco,False,lasso,0,92,8,alpha=0.01,da_untreated
loco,False,ridge,0,93,7,alpha=1.0,da_untreated
loco,False,lasso,0,93,7,alpha=0.001,da_untreated
loco,False,ridge,0,94,4,alpha=10.0,da_untreated
loco,False,lasso,0,94,8,alpha=0.01,da_untreated
loco,False,ridge,0,95,5,alpha=10.0,da_untreated
loco,False,lasso,0,95,8,alpha=0.01,da_untreated
loco,False,ridge,0,96,7,alpha=1.0,da_untreated
loco,False,lasso,0,96,9,alpha=0.001,da_untreated
loco,False,ridge,0,97,4,alpha=10.0,da_untreated
loco,False,lasso,0,97,8,alpha=0.01,da_untreated
loco,False,ridge,0,98,4,alpha=10.0,da_untreated
loco,False,lasso,0,98,8,alpha=0.01,da_untreated
loco,False,ridge,0,99,5,alpha=10.0,da_untreated
loco,False,lasso,0,99,8,alpha=0.01,da_untreated
loco,False,ridge,0,100,5,alpha=10.0,da_untreated
loco,False,lasso,0,100,8,alpha=0.01,da_untreated
loco,False,ridge,0,101,5,alpha=10.0,da_untreated
loco,False,lasso,0,101,8,alpha=0.01,da_untreated
loco,False,ridge,0,102,4,alpha=10.0,da_untreated
loco,False,lasso,0,102,8,alpha=0.01,da_untreated
loco,False,ridge,0,103,8,alpha=10.0,da_untreated
loco,False,lasso,0,103,8,alpha=0.01,da_untreated
loco,False,ridge,0,104,7,alpha=1.0,da_untreated
loco,False,lasso,0,104,7,alpha=0.001,da_untreated
loco,False,ridge,0,105,8,alpha=10.0,da_untreated
loco,False,lasso,0,105,8,alpha=0.01,da_untreated
loco,False,ridge,0,106,6,alpha=0.01,da_untreated
loco,False,lasso,0,106,7,alpha=0.001,da_untreated
loco,False,ridge,0,107,8,alpha=10.0,da_untreated
loco,False,lasso,0,107,8,alpha=0.01,da_untreated
loco,False,ridge,0,108,8,alpha=10.0,da_untreated
loco,False,lasso,0,108,8,alpha=0.01,da_untreated
loco,False,ridge,0,109,7,alpha=1.0,da_untreated
loco,False,lasso,0,109,7,alpha=0.001,da_untreated
loco,False,ridge,0,110,7,alpha=1.0,da_untreated
loco,False,lasso,0,110,7,alpha=0.001,da_untreated
loco,False,ridge,0,111,6,alpha=0.01,da_untreated
loco,False,lasso,0,111,7,alpha=0.001,da_untreated
loco,False,ridge,0,112,7,alpha=1.0,da_untreated
loco,False,lasso,0,112,7,alpha=0.001,da_untreated
loco,False,ridge,0,113,7,alpha=1.0,da_untreated
loco,False,lasso,0,113,7,alpha=0.001,da_untreated
loco,False,ridge,0,114,7,alpha=1.0,da_untreated
loco,False,lasso,0,114,7,alpha=0.001,da_untreated
loco,False,ridge,0,115,7,alpha=1.0,da_untreated
loco,False,lasso,0,115,7,alpha=0.001,da_untreated
loco,False,ridge,0,116,7,alpha=1.0,da_untreated
loco,False,lasso,0,116,7,alpha=0.001,da_untreated
loco,False,ridge,0,117,7,alpha=1.0,da_untreated
loco,False,lasso,0,117,7,alpha=0.001,da_untreated
loco,False,ridge,0,118,8,alpha=10.0,da_untreated
loco,False,lasso,0,118,8,alpha=0.01,da_untreated
loco,False,ridge,0,119,7,alpha=10.0,da_untreated
loco,False,lasso,0,119,7,alpha=0.001,da_untreated
loco,False,ridge,0,120,7,alpha=10.0,da_untreated
loco,False,lasso,0,120,6,alpha=0.001,da_untreated
loco,False,ridge,0,121,8,alpha=10.0,da_untreated
loco,False,lasso,0,121,9,alpha=0.01,da_untreated
loco,False,ridge,0,122,7,alpha=10.0,da_untreated
loco,False,lasso,0,122,6,alpha=0.001,da_untreated
loco,False,ridge,0,123,8,alpha=10.0,da_untreated
loco,False,lasso,0,123,8,alpha=0.01,da_untreated
loco,False,ridge,0,124,7,alpha=10.0,da_untreated
loco,False,lasso,0,124,6,alpha=0.001,da_untreated
loco,False,ridge,0,125,8,alpha=10.0,da_untreated
loco,False,lasso,0,125,8,alpha=0.01,da_untreated
loco,False,ridge,0,126,7,alpha=10.0,da_untreated
loco,False,lasso,0,126,6,alpha=0.001,da_untreated
loco,False,ridge,0,127,8,alpha=10.0,da_untreated
loco,False,lasso,0,127,8,alpha=0.01,da_untreated
loco,False,ridge,0,128,7,alpha=10.0,da_untreated
loco,False,lasso,0,128,6,alpha=0.001,da_untreated
loco,False,ridge,0,129,7,alpha=10.0,da_untreated
loco,False,lasso,0,129,4,alpha=0.01,da_untreated
loco,False,ridge,0,130,8,alpha=10.0,da_untreated
loco,False,lasso,0,130,10,alpha=0.01,da_untreated
loco,False,ridge,0,131,7,alpha=10.0,da_untreated
loco,False,lasso,0,131,6,alpha=0.001,da_untreated
loco,False,ridge,0,132,8,alpha=10.0,da_untreated
loco,False,lasso,0,132,8,alpha=0.01,da_untreated
