scheme,pool_correction,model,repeat,fold,selected_k,selected_param,label_variant
plain,False,logistic_l2,7,3,0,C=0.1,da_untreated
plain,False,logistic_l1,7,3,0,C=0.1,da_untreated
plain,False,logistic_l2,7,4,6,C=10.0,da_untreated
plain,False,logistic_l1,7,4,6,C=1.0,da_untreated
plain,False,logistic_l2,8,0,0,C=1.0,da_untreated
plain,False,logistic_l1,8,0,0,C=0.1,da_untreated
plain,False,logistic_l2,8,1,10,C=0.1,da_untreated
plain,False,logistic_l1,8,1,9,C=1.0,da_untreated
plain,False,logistic_l2,8,2,8,C=1.0,da_untreated
plain,False,logistic_l1,8,2,0,C=0.1,da_untreated
plain,False,logistic_l2,8,3,6,C=1.0,da_untreated
plain,False,logistic_l1,8,3,6,C=1.0,da_untreated
plain,False,logistic_l2,8,4,7,C=100.0,da_untreated
plain,False,logistic_l1,8,4,7,C=100.0,da_untreated
plain,False,logistic_l2,9,0,5,C=0.1,da_untreated
plain,False,logistic_l1,9,0,9,C=1.0,da_untreated
plain,False,logistic_l2,9,1,9,C=1.0,da_untreated
plain,False,logistic_l1,9,1,9,C=1.0,da_untreated
plain,False,logistic_l2,9,2,0,C=10.0,da_untreated
plain,False,logistic_l1,9,2,6,C=10.0,da_untreated
plain,False,logistic_l2,9,3,8,C=0.1,da_untreated
plain,False,logistic_l1,9,3,0,C=0.1,da_untreated
plain,False,logistic_l2,9,4,9,C=0.1,da_untreated
plain,False,logistic_l1,9,4,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,0,0,9,C=0.1,da_untreated
donor_grouped,False,logistic_l1,0,0,10,C=1.0,da_untreated
donor_grouped,False,logistic_l2,0,1,7,C=10.0,da_untreated
donor_grouped,False,logistic_l1,0,1,7,C=10.0,da_untreated
donor_grouped,False,logistic_l2,0,2,8,C=1.0,da_untreated
donor_grouped,False,logistic_l1,0,2,8,C=1.0,da_untreated
donor_grouped,False,logistic_l2,0,3,7,C=1.0,da_untreated
donor_grouped,False,logistic_l1,0,3,7,C=100.0,da_untreated
donor_grouped,False,logistic_l2,0,4,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,0,4,6,C=1.0,da_untreated
donor_grouped,False,logistic_l2,1,0,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,1,0,10,C=1.0,da_untreated
donor_grouped,False,logistic_l2,1,1,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,1,1,8,C=1.0,da_untreated
donor_grouped,False,logistic_l2,1,2,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,1,2,8,C=1.0,da_untreated
donor_grouped,False,logistic_l2,1,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,1,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l2,1,4,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,1,4,7,C=100.0,da_untreated
donor_grouped,False,logistic_l2,2,0,10,C=0.1,da_untreated
donor_grouped,False,logistic_l1,2,0,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,2,1,5,C=1.0,da_untreated
donor_grouped,False,logistic_l1,2,1,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,2,2,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,2,2,10,C=1.0,da_untreated
donor_grouped,False,logistic_l2,2,3,8,C=10.0,da_untreated
donor_grouped,False,logistic_l1,2,3,6,C=1.0,da_untreated
donor_grouped,False,logistic_l2,2,4,8,C=1.0,da_untreated
donor_grouped,False,logistic_l1,2,4,3,C=1.0,da_untreated
donor_grouped,False,logistic_l2,3,0,8,C=0.1,da_untreated
donor_grouped,False,logistic_l1,3,0,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,3,1,9,C=10.0,da_untreated
donor_grouped,False,logistic_l1,3,1,7,C=10.0,da_untreated
donor_grouped,False,logistic_l2,3,2,0,C=1.0,da_untreated
donor_grouped,False,logistic_l1,3,2,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,3,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,3,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l2,3,4,10,C=0.1,da_untreated
donor_grouped,False,logistic_l1,3,4,7,C=1.0,da_untreated
donor_grouped,False,logistic_l2,4,0,7,C=100.0,da_untreated
donor_grouped,False,logistic_l1,4,0,7,C=100.0,da_untreated
donor_grouped,False,logistic_l2,4,1,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,4,1,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,4,2,10,C=0.1,da_untreated
donor_grouped,False,logistic_l1,4,2,6,C=1.0,da_untreated
donor_grouped,False,logistic_l2,4,3,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,4,3,10,C=1.0,da_untreated
donor_grouped,False,logistic_l2,4,4,10,C=0.1,da_untreated
donor_grouped,False,logistic_l1,4,4,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,5,0,8,C=10.0,da_untreated
donor_grouped,False,logistic_l1,5,0,8,C=100.0,da_untreated
donor_grouped,False,logistic_l2,5,1,1,C=1.0,da_untreated
donor_grouped,False,logistic_l1,5,1,6,C=1.0,da_untreated
donor_grouped,False,logistic_l2,5,2,7,C=1.0,da_untreated
donor_grouped,False,logistic_l1,5,2,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,5,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,5,3,3,C=1.0,da_untreated
donor_grouped,False,logistic_l2,5,4,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,5,4,9,C=1.0,da_untreated
donor_grouped,False,logistic_l2,6,0,8,C=10.0,da_untreated
donor_grouped,False,logistic_l1,6,0,8,C=100.0,da_untreated
donor_grouped,False,logistic_l2,6,1,6,C=0.1,da_untreated
donor_grouped,False,logistic_l1,6,1,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,6,2,8,C=1.0,da_untreated
donor_grouped,False,logistic_l1,6,2,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,6,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,6,3,6,C=10.0,da_untreated
donor_grouped,False,logistic_l2,6,4,6,C=1.0,da_untreated
donor_grouped,False,logistic_l1,6,4,8,C=1.0,da_untreated
donor_grouped,False,logistic_l2,7,0,8,C=10.0,da_untreated
donor_grouped,False,logistic_l1,7,0,8,C=100.0,da_untreated
donor_grouped,False,logistic_l2,7,1,6,C=0.1,da_untreated
donor_grouped,False,logistic_l1,7,1,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,7,2,10,C=0.1,da_untreated
donor_grouped,False,logistic_l1,7,2,6,C=1.0,da_untreated
donor_grouped,False,logistic_l2,7,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,7,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l2,7,4,6,C=1.0,da_untreated
donor_grouped,False,logistic_l1,7,4,8,C=1.0,da_untreated
donor_grouped,False,logistic_l2,8,0,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,8,0,9,C=1.0,da_untreated
donor_grouped,False,logistic_l2,8,1,6,C=0.1,da_untreated
donor_grouped,False,logistic_l1,8,1,5,C=1.0,da_untreated
donor_grouped,False,logistic_l2,8,2,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,8,2,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,8,3,9,C=0.1,da_untreated
donor_grouped,False,logistic_l1,8,3,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,8,4,5,C=0.1,da_untreated
donor_grouped,False,logistic_l1,8,4,6,C=1.0,da_untreated
donor_grouped,False,logistic_l2,9,0,9,C=0.1,da_untreated
donor_grouped,False,logistic_l1,9,0,0,C=0.1,da_untreated
donor_grouped,False,logistic_l2,9,1,10,C=1.0,da_untreated
donor_grouped,False,logistic_l1,9,1,8,C=1.0,da_untreated
donor_grouped,False,logistic_l2,9,2,8,C=0.1,da_untreated
donor_grouped,False,logistic_l1,9,2,5,C=1.0,da_untreated
donor_grouped,False,logistic_l2,9,3,9,C=1.0,da_untreated
donor_grouped,False,logistic_l1,9,3,8,C=10.0,da_untreated
donor_grouped,False,logistic_l2,9,4,7,C=1.0,da_untreated
donor_grouped,False,logistic_l1,9,4,4,C=1.0,da_untreated
loco,False,logistic_l2,0,0,0,C=10.0,da_untreated
loco,False,logistic_l1,0,0,0,C=10.0,da_untreated
loco,False,logistic_l2,0,1,10,C=1.0,da_untreated
loco,False,logistic_l1,0,1,6,C=1.0,da_untreated
loco,False,logistic_l2,0,2,10,C=0.1,da_untreated
loco,False,logistic_l1,0,2,6,C=1.0,da_untreated
loco,False,logistic_l2,0,3,9,C=0.1,da_untreated
loco,False,logistic_l1,0,3,0,C=0.1,da_untreated
loco,False,logistic_l2,0,4,9,C=0.1,da_untreated
loco,False,logistic_l1,0,4,5,C=1.0,da_untreated
loco,False,logistic_l2,0,5,9,C=0.1,da_untreated
loco,False,logistic_l1,0,5,0,C=0.1,da_untreated
loco,False,logistic_l2,0,6,10,C=1.0,da_untreated
loco,False,logistic_l1,0,6,6,C=1.0,da_untreated
loco,False,logistic_l2,0,7,10,C=0.1,da_untreated
loco,False,logistic_l1,0,7,0,C=0.1,da_untreated
loco,False,logistic_l2,0,8,10,C=0.1,da_untreated
loco,False,logistic_l1,0,8,6,C=1.0,da_untreated
loco,False,logistic_l2,0,9,10,C=1.0,da_untreated
loco,False,logistic_l1,0,9,6,C=1.0,da_untreated
loco,False,logistic_l2,0,10,9,C=0.1,da_untreated
loco,False,logistic_l1,0,10,5,C=1.0,da_untreated
loco,False,logistic_l2,0,11,9,C=0.1,da_untreated
loco,False,logistic_l1,0,11,0,C=0.1,da_untreated
loco,False,logistic_l2,0,12,10,C=0.1,da_untreated
loco,False,logistic_l1,0,12,6,C=1.0,da_untreated
loco,False,logistic_l2,0,13,9,C=0.1,da_untreated
loco,False,logistic_l1,0,13,0,C=0.1,da_untreated
loco,False,logistic_l2,0,14,10,C=0.1,da_untreated
loco,False,logistic_l1,0,14,6,C=1.0,da_untreated
loco,False,logistic_l2,0,15,9,C=0.1,da_untreated
loco,False,logistic_l1,0,15,0,C=0.1,da_untreated
loco,False,logistic_l2,0,16,8,C=1.0,da_untreated
loco,False,logistic_l1,0,16,6,C=1.0,da_untreated
loco,False,logistic_l2,0,17,9,C=0.1,da_untreated
loco,False,logistic_l1,0,17,0,C=0.1,da_untreated
loco,False,logistic_l2,0,18,10,C=1.0,da_untreated
loco,False,logistic_l1,0,18,6,C=1.0,da_untreated
loco,False,logistic_l2,0,19,9,C=0.1,da_untreated
loco,False,logistic_l1,0,19,0,C=1.0,da_untreated
loco,False,logistic_l2,0,20,9,C=0.1,da_untreated
loco,False,logistic_l1,0,20,4,C=1.0,da_untreated
loco,False,logistic_l2,0,21,9,C=0.1,da_untreated
loco,False,logistic_l1,0,21,4,C=1.0,da_untreated
loco,False,logistic_l2,0,22,9,C=0.1,da_untreated
loco,False,logistic_l1,0,22,4,C=1.0,da_untreated
loco,False,logistic_l2,0,23,9,C=0.1,da_untreated
loco,False,logistic_l1,0,23,3,C=1.0,da_untreated
loco,False,logistic_l2,0,24,10,C=1.0,da_untreated
loco,False,logistic_l1,0,24,6,C=1.0,da_untreated
loco,False,logistic_l2,0,25,9,C=1.0,da_untreated
loco,False,logistic_l1,0,25,6,C=1.0,da_untreated
loco,False,logistic_l2,0,26,10,C=1.0,da_untreated
loco,False,logistic_l1,0,26,9,C=1.0,da_untreated
loco,False,logistic_l2,0,27,9,C=0.1,da_untreated
loco,False,logistic_l1,0,27,6,C=1.0,da_untreated
loco,False,logistic_l2,0,28,7,C=1.0,da_untreated
loco,False,logistic_l1,0,28,7,C=1.0,da_untreated
loco,False,logistic_l2,0,29,0,C=1.0,da_untreated
loco,False,logistic_l1,0,29,0,C=1.0,da_untreated
loco,False,logistic_l2,0,30,0,C=1.0,da_untreated
loco,False,logistic_l1,0,30,0,C=1.0,da_untreated
loco,False,logistic_l2,0,31,0,C=1.0,da_untreated
loco,False,logistic_l1,0,31,3,C=1.0,da_untreated
loco,False,logistic_l2,0,32,0,C=1.0,da_untreated
loco,False,logistic_l1,0,32,0,C=1.0,da_untreated
loco,False,logistic_l2,0,33,0,C=1.0,da_untreated
loco,False,logistic_l1,0,33,0,C=1.0,da_untreated
loco,False,logistic_l2,0,34,0,C=1.0,da_untreated
loco,False,logistic_l1,0,34,0,C=1.0,da_untreated
loco,False,logistic_l2,0,35,0,C=1.0,da_untreated
loco,False,logistic_l1,0,35,0,C=1.0,da_untreated
loco,False,logistic_l2,0,36,0,C=1.0,da_untreated
loco,False,logistic_l1,0,36,5,C=1.0,da_untreated
loco,False,logistic_l2,0,37,7,C=1.0,da_untreated
loco,False,logistic_l1,0,37,6,C=1.0,da_untreated
loco,False,logistic_l2,0,38,0,C=1.0,da_untreated
loco,False,logistic_l1,0,38,3,C=1.0,da_untreated
loco,False,logistic_l2,0,39,0,C=1.0,da_untreated
loco,False,logistic_l1,0,39,3,C=1.0,da_untreated
loco,False,logistic_l2,0,40,0,C=1.0,da_untreated
loco,False,logistic_l1,0,40,3,C=1.0,da_untreated
loco,False,logistic_l2,0,41,0,C=1.0,da_untreated
loco,False,logistic_l1,0,41,3,C=1.0,da_untreated
loco,False,logistic_l2,0,42,0,C=1.0,da_untreated
loco,False,logistic_l1,0,42,3,C=1.0,da_untreated
loco,False,logistic_l2,0,43,0,C=1.0,da_untreated
loco,False,logistic_l1,0,43,3,C=1.0,da_untreated
loco,False,logistic_l2,0,44,0,C=1.0,da_untreated
loco,False,logistic_l1,0,44,3,C=1.0,da_untreated
loco,False,logistic_l2,0,45,0,C=1.0,da_untreated
loco,False,logistic_l1,0,45,3,C=1.0,da_untreated
loco,False,logistic_l2,0,46,7,C=1.0,da_untreated
loco,False,logistic_l1,0,46,6,C=1.0,da_untreated
loco,False,logistic_l2,0,47,0,C=1.0,da_untreated
loco,False,logistic_l1,0,47,3,C=1.0,da_untreated
loco,False,logistic_l2,0,48,7,C=1.0,da_untreated
loco,False,logistic_l1,0,48,7,C=1.0,da_untreated
loco,False,logistic_l2,0,49,9,C=0.1,da_untreated
loco,False,logistic_l1,0,49,6,C=1.0,da_untreated
loco,False,logistic_l2,0,50,9,C=0.1,da_untreated
loco,False,logistic_l1,0,50,6,C=1.0,da_untreated
loco,False,logistic_l2,0,51,8,C=1.0,da_untreated
loco,False,logistic_l1,0,51,6,C=1.0,da_untreated
loco,False,logistic_l2,0,52,9,C=0.1,da_untreated
loco,False,logistic_l1,0,52,6,C=1.0,da_untreated
loco,False,logistic_l2,0,53,0,C=1.0,da_untreated
loco,False,logistic_l1,0,53,3,C=1.0,da_untreated
loco,False,logistic_l2,0,54,9,C=0.1,da_untreated
loco,False,logistic_l1,0,54,6,C=1.0,da_untreated
loco,False,logistic_l2,0,55,9,C=0.1,da_untreated
loco,False,logistic_l1,0,55,6,C=1.0,da_untreated
loco,False,logistic_l2,0,56,9,C=0.1,da_untreated
loco,False,logistic_l1,0,56,6,C=1.0,da_untreated
loco,False,logistic_l2,0,57,0,C=1.0,da_untreated
loco,False,logistic_l1,0,57,3,C=1.0,da_untreated
loco,False,logistic_l2,0,58,0,C=1.0,da_untreated
loco,False,logistic_l1,0,58,3,C=1.0,da_untreated
loco,False,logistic_l2,0,59,9,C=0.1,da_untreated
loco,False,logistic_l1,0,59,7,C=1.0,da_untreated
loco,False,logistic_l2,0,60,0,C=1.0,da_untreated
loco,False,logistic_l1,0,60,4,C=1.0,da_untreated
loco,False,logistic_l2,0,61,9,C=0.1,da_untreated
loco,False,logistic_l1,0,61,7,C=1.0,da_untreated
loco,False,logistic_l2,0,62,0,C=1.0,da_untreated
loco,False,logistic_l1,0,62,4,C=1.0,da_untreated
loco,False,logistic_l2,0,63,9,C=0.1,da_untreated
loco,False,logistic_l1,0,63,7,C=1.0,da_untreated
loco,False,logistic_l2,0,64,9,C=0.1,da_untreated
loco,False,logistic_l1,0,64,7,C=1.0,da_untreated
loco,False,logistic_l2,0,65,0,C=1.0,da_untreated
loco,False,logistic_l1,0,65,4,C=1.0,da_untreated
loco,False,logistic_l2,0,66,0,C=1.0,da_untreated
loco,False,logistic_l1,0,66,4,C=1.0,da_untreated
loco,False,logistic_l2,0,67,0,C=1.0,da_untreated
loco,False,logistic_l1,0,67,4,C=1.0,da_untreated
loco,False,logistic_l2,0,68,0,C=1.0,da_untreated
loco,False,logistic_l1,0,68,5,C=1.0,da_untreated
loco,False,logistic_l2,0,69,0,C=1.0,da_untreated
loco,False,logistic_l1,0,69,5,C=1.0,da_untreated
loco,False,logistic_l2,0,70,0,C=1.0,da_untreated
loco,False,logistic_l1,0,70,5,C=1.0,da_untreated
loco,False,logistic_l2,0,71,9,C=0.1,da_untreated
loco,False,logistic_l1,0,71,7,C=1.0,da_untreated
loco,False,logistic_l2,0,72,9,C=0.1,da_untreated
loco,False,logistic_l1,0,72,7,C=1.0,da_untreated
loco,False,logistic_l2,0,73,9,C=0.1,da_untreated
loco,False,logistic_l1,0,73,7,C=1.0,da_untreated
loco,False,logistic_l2,0,74,9,C=0.1,da_untreated
loco,False,logistic_l1,0,74,7,C=1.0,da_untreated
loco,False,logistic_l2,0,75,10,C=0.1,da_untreated
loco,False,logistic_l1,0,75,6,C=1.0,da_untreated
loco,False,logistic_l2,0,76,10,C=0.1,da_untreated
loco,False,logistic_l1,0,76,6,C=1.0,da_untreated
loco,False,logistic_l2,0,77,0,C=1.0,da_untreated
loco,False,logistic_l1,0,77,5,C=1.0,da_untreated
loco,False,logistic_l2,0,78,10,C=0.1,da_untreated
loco,False,logistic_l1,0,78,6,C=1.0,da_untreated
loco,False,logistic_l2,0,79,0,C=1.0,da_untreated
loco,False,logistic_l1,0,79,5,C=1.0,da_untreated
loco,False,logistic_l2,0,80,0,C=1.0,da_untreated
loco,False,logistic_l1,0,80,5,C=1.0,da_untreated
loco,False,logistic_l2,0,81,7,C=1.0,da_untreated
loco,False,logistic_l1,0,81,6,C=1.0,da_untreated
loco,False,logistic_l2,0,82,0,C=1.0,da_untreated
loco,False,logistic_l1,0,82,5,C=1.0,da_untreated
loco,False,logistic_l2,0,83,9,C=0.1,da_untreated
loco,False,logistic_l1,0,83,4,C=1.0,da_untreated
loco,False,logistic_l2,0,84,0,C=1.0,da_untreated
loco,False,logistic_l1,0,84,5,C=1.0,da_untreated
loco,False,logistic_l2,0,85,0,C=1.0,da_untreated
loco,False,logistic_l1,0,85,5,C=1.0,da_untreated
loco,False,logistic_l2,0,86,10,C=0.1,da_untreated
loco,False,logistic_l1,0,86,6,C=1.0,da_untreated
loco,False,logistic_l2,0,87,0,C=1.0,da_untreated
loco,False,logistic_l1,0,87,5,C=1.0,da_untreated
loco,False,logistic_l2,0,88,10,C=0.1,da_untreated
loco,False,logistic_l1,0,88,6,C=1.0,da_untreated
loco,False,logistic_l2,0,89,0,C=1.0,da_untreated
loco,False,logistic_l1,0,89,5,C=1.0,da_untreated
loco,False,logistic_l2,0,90,6,C=10.0,da_untreated
loco,False,logistic_l1,0,90,7,C=1.0,da_untreated
loco,False,logistic_l2,0,91,0,C=1.0,da_untreated
loco,False,logistic_l1,0,91,5,C=1.0,da_untreated
loco,False,logistic_l2,0,92,10,C=0.1,da_untreated
loco,False,logistic_l1,0,92,6,C=1.0,da_untreated
loco,False,logistic_l2,0,93,0,C=1.0,da_untreated
loco,False,logistic_l1,0,93,5,C=1.0,da_untreated
loco,False,logistic_l2,0,94,10,C=0.1,da_untreated
loco,False,logistic_l1,0,94,6,C=1.0,da_untreated
loco,False,logistic_l2,0,95,10,C=0.1,da_untreated
loco,False,logistic_l1,0,95,6,C=1.0,da_untreated
loco,False,logistic_l2,0,96,0,C=1.0,da_untreated
loco,False,logistic_l1,0,96,5,C=1.0,da_untreated
loco,False,logistic_l2,0,97,10,C=0.1,da_untreated
loco,False,logistic_l1,0,97,0,C=0.1,da_untreated
loco,False,logistic_l2,0,98,10,C=0.1,da_untreated
loco,False,logistic_l1,0,98,0,C=0.1,da_untreated
loco,False,logistic_l2,0,99,10,C=0.1,da_untreated
loco,False,logistic_l1,0,99,0,C=0.1,da_untreated
loco,False,logistic_l2,0,100,10,C=0.1,da_untreated
loco,False,logistic_l1,0,100,0,C=0.1,da_untreated
loco,False,logistic_l2,0,101,10,C=0.1,da_untreated
loco,False,logistic_l1,0,101,0,C=0.1,da_untreated
loco,False,logistic_l2,0,102,10,C=0.1,da_untreated
loco,False,logistic_l1,0,102,0,C=0.1,da_untreated
loco,False,logistic_l2,0,103,10,C=0.1,da_untreated
loco,False,logistic_l1,0,103,0,C=0.1,da_untreated
loco,False,logistic_l2,0,104,0,C=1.0,da_untreated
loco,False,logistic_l1,0,104,5,C=1.0,da_untreated
loco,False,logistic_l2,0,105,10,C=0.1,da_untreated
loco,False,logistic_l1,0,105,0,C=0.1,da_untreated
loco,False,logistic_l2,0,106,0,C=1.0,da_untreated
loco,False,logistic_l1,0,106,5,C=1.0,da_untreated
loco,False,logistic_l2,0,107,10,C=0.1,da_untreated
loco,False,logistic_l1,0,107,0,C=0.1,da_untreated
loco,False,logistic_l2,0,108,10,C=0.1,da_untreated
loco,False,logistic_l1,0,108,0,C=0.1,da_untreated
loco,False,logistic_l2,0,109,0,C=1.0,da_untreated
loco,False,logistic_l1,0,109,5,C=1.0,da_untreated
loco,False,logistic_l2,0,110,0,C=1.0,da_untreated
loco,False,logistic_l1,0,110,5,C=1.0,da_untreated
loco,False,logistic_l2,0,111,0,C=1.0,da_untreated
loco,False,logistic_l1,0,111,5,C=1.0,da_untreated
loco,False,logistic_l2,0,112,0,C=1.0,da_untreated
loco,False,logistic_l1,0,112,4,C=1.0,da_untreated
loco,False,logistic_l2,0,113,0,C=1.0,da_untreated
loco,False,logistic_l1,0,113,4,C=1.0,da_untreated
loco,False,logistic_l2,0,114,0,C=1.0,da_untreated
loco,False,logistic_l1,0,114,4,C=1.0,da_untreated
loco,False,logistic_l2,0,115,0,C=1.0,da_untreated
loco,False,logistic_l1,0,115,4,C=1.0,da_untreated
loco,False,logistic_l2,0,116,0,C=1.0,da_untreated
loco,False,logistic_l1,0,116,5,C=1.0,da_untreated
loco,False,logistic_l2,0,117,0,C=1.0,da_untreated
loco,False,logistic_l1,0,117,5,C=1.0,da_untreated
loco,False,logistic_l2,0,118,10,C=0.1,da_untreated
loco,False,logistic_l1,0,118,8,C=0.1,da_untreated
loco,False,logistic_l2,0,119,0,C=1.0,da_untreated
loco,False,logistic_l1,0,119,5,C=1.0,da_untreated
loco,False,logistic_l2,0,120,0,C=1.0,da_untreated
loco,False,logistic_l1,0,120,5,C=1.0,da_untreated
loco,False,logistic_l2,0,121,10,C=0.1,da_untreated
loco,False,logistic_l1,0,121,0,C=0.1,da_untreated
loco,False,logistic_l2,0,122,0,C=1.0,da_untreated
loco,False,logistic_l1,0,122,5,C=1.0,da_untreated
loco,False,logistic_l2,0,123,10,C=0.1,da_untreated
loco,False,logistic_l1,0,123,8,C=0.1,da_untreated
loco,False,logistic_l2,0,124,0,C=1.0,da_untreated
loco,False,logistic_l1,0,124,5,C=1.0,da_untreated
loco,False,logistic_l2,0,125,9,C=0.1,da_untreated
