scheme,pool_correction,model,repeat,fold,selected_k,selected_param
plain,False,ridge,9,1,3,alpha=0.01
plain,False,lasso,9,1,3,alpha=0.001
plain,False,ridge,9,2,4,alpha=0.1
plain,False,lasso,9,2,4,alpha=0.001
plain,False,ridge,9,3,8,alpha=1.0
plain,False,lasso,9,3,3,alpha=0.001
plain,False,ridge,9,4,10,alpha=0.1
plain,False,lasso,9,4,10,alpha=0.01
donor_grouped,False,ridge,0,0,4,alpha=0.01
donor_grouped,False,lasso,0,0,4,alpha=0.001
donor_grouped,False,ridge,0,1,10,alpha=1.0
donor_grouped,False,lasso,0,1,10,alpha=0.001
donor_grouped,False,ridge,0,2,4,alpha=10.0
donor_grouped,False,lasso,0,2,4,alpha=0.001
donor_grouped,False,ridge,0,3,4,alpha=0.01
donor_grouped,False,lasso,0,3,3,alpha=0.001
donor_grouped,False,ridge,0,4,3,alpha=0.01
donor_grouped,False,lasso,0,4,6,alpha=0.001
donor_grouped,False,ridge,1,0,4,alpha=0.01
donor_grouped,False,lasso,1,0,4,alpha=0.001
donor_grouped,False,ridge,1,1,5,alpha=1.0
donor_grouped,False,lasso,1,1,5,alpha=0.001
donor_grouped,False,ridge,1,2,10,alpha=1.0
donor_grouped,False,lasso,1,2,10,alpha=0.001
donor_grouped,False,ridge,1,3,3,alpha=1.0
donor_grouped,False,lasso,1,3,3,alpha=0.001
donor_grouped,False,ridge,1,4,3,alpha=0.01
donor_grouped,False,lasso,1,4,6,alpha=0.001
donor_grouped,False,ridge,2,0,4,alpha=0.01
donor_grouped,False,lasso,2,0,4,alpha=0.001
donor_grouped,False,ridge,2,1,5,alpha=0.01
donor_grouped,False,lasso,2,1,5,alpha=0.001
donor_grouped,False,ridge,2,2,10,alpha=1.0
donor_grouped,False,lasso,2,2,10,alpha=0.01
donor_grouped,False,ridge,2,3,3,alpha=0.01
donor_grouped,False,lasso,2,3,3,alpha=0.001
donor_grouped,False,ridge,2,4,5,alpha=0.1
donor_grouped,False,lasso,2,4,5,alpha=0.001
donor_grouped,False,ridge,3,0,8,alpha=0.1
donor_grouped,False,lasso,3,0,7,alpha=0.001
donor_grouped,False,ridge,3,1,10,alpha=1.0
donor_grouped,False,lasso,3,1,10,alpha=0.001
donor_grouped,False,ridge,3,2,7,alpha=1.0
donor_grouped,False,lasso,3,2,7,alpha=0.001
donor_grouped,False,ridge,3,3,3,alpha=0.01
donor_grouped,False,lasso,3,3,3,alpha=0.001
donor_grouped,False,ridge,3,4,5,alpha=0.1
donor_grouped,False,lasso,3,4,5,alpha=0.001
donor_grouped,False,ridge,4,0,8,alpha=0.1
donor_grouped,False,lasso,4,0,7,alpha=0.001
donor_grouped,False,ridge,4,1,5,alpha=0.01
donor_grouped,False,lasso,4,1,5,alpha=0.001
donor_grouped,False,ridge,4,2,4,alpha=0.01
donor_grouped,False,lasso,4,2,10,alpha=0.001
donor_grouped,False,ridge,4,3,5,alpha=0.01
donor_grouped,False,lasso,4,3,5,alpha=0.001
donor_grouped,False,ridge,4,4,4,alpha=0.01
donor_grouped,False,lasso,4,4,4,alpha=0.001
donor_grouped,False,ridge,5,0,8,alpha=0.1
donor_grouped,False,lasso,5,0,7,alpha=0.001
donor_grouped,False,ridge,5,1,4,alpha=0.01
donor_grouped,False,lasso,5,1,4,alpha=0.001
donor_grouped,False,ridge,5,2,5,alpha=0.1
donor_grouped,False,lasso,5,2,5,alpha=0.001
donor_grouped,False,ridge,5,3,5,alpha=0.1
donor_grouped,False,lasso,5,3,10,alpha=0.001
donor_grouped,False,ridge,5,4,5,alpha=0.01
donor_grouped,False,lasso,5,4,5,alpha=0.001
donor_grouped,False,ridge,6,0,4,alpha=0.01
donor_grouped,False,lasso,6,0,4,alpha=0.001
donor_grouped,False,ridge,6,1,3,alpha=0.01
donor_grouped,False,lasso,6,1,3,alpha=0.001
donor_grouped,False,ridge,6,2,10,alpha=10.0
donor_grouped,False,lasso,6,2,10,alpha=0.01
donor_grouped,False,ridge,6,3,5,alpha=0.01
donor_grouped,False,lasso,6,3,10,alpha=0.01
donor_grouped,False,ridge,6,4,6,alpha=1.0
donor_grouped,False,lasso,6,4,7,alpha=0.001
donor_grouped,False,ridge,7,0,4,alpha=0.01
donor_grouped,False,lasso,7,0,4,alpha=0.001
donor_grouped,False,ridge,7,1,10,alpha=1.0
donor_grouped,False,lasso,7,1,10,alpha=0.001
donor_grouped,False,ridge,7,2,10,alpha=10.0
donor_grouped,False,lasso,7,2,5,alpha=0.001
donor_grouped,False,ridge,7,3,5,alpha=0.1
donor_grouped,False,lasso,7,3,5,alpha=0.001
donor_grouped,False,ridge,7,4,3,alpha=0.01
donor_grouped,False,lasso,7,4,5,alpha=0.001
donor_grouped,False,ridge,8,0,8,alpha=0.1
donor_grouped,False,lasso,8,0,7,alpha=0.001
donor_grouped,False,ridge,8,1,5,alpha=1.0
donor_grouped,False,lasso,8,1,5,alpha=0.001
donor_grouped,False,ridge,8,2,5,alpha=0.1
donor_grouped,False,lasso,8,2,10,alpha=0.001
donor_grouped,False,ridge,8,3,5,alpha=0.01
donor_grouped,False,lasso,8,3,10,alpha=0.01
donor_grouped,False,ridge,8,4,5,alpha=0.01
donor_grouped,False,lasso,8,4,5,alpha=0.001
donor_grouped,False,ridge,9,0,4,alpha=0.1
donor_grouped,False,lasso,9,0,4,alpha=0.001
donor_grouped,False,ridge,9,1,10,alpha=1.0
donor_grouped,False,lasso,9,1,10,alpha=0.001
donor_grouped,False,ridge,9,2,7,alpha=1.0
donor_grouped,False,lasso,9,2,7,alpha=0.001
donor_grouped,False,ridge,9,3,3,alpha=0.01
donor_grouped,False,lasso,9,3,3,alpha=0.001
donor_grouped,False,ridge,9,4,5,alpha=0.1
donor_grouped,False,lasso,9,4,5,alpha=0.001
loco,False,ridge,0,0,5,alpha=0.01
loco,False,lasso,0,0,5,alpha=0.001
loco,False,ridge,0,1,5,alpha=0.1
loco,False,lasso,0,1,5,alpha=0.001
loco,False,ridge,0,2,5,alpha=0.1
loco,False,lasso,0,2,5,alpha=0.001
loco,False,ridge,0,3,5,alpha=0.1
loco,False,lasso,0,3,5,alpha=0.001
loco,False,ridge,0,4,4,alpha=0.01
loco,False,lasso,0,4,5,alpha=0.001
loco,False,ridge,0,5,5,alpha=0.1
loco,False,lasso,0,5,5,alpha=0.001
loco,False,ridge,0,6,4,alpha=0.1
loco,False,lasso,0,6,5,alpha=0.001
loco,False,ridge,0,7,5,alpha=0.1
loco,False,lasso,0,7,5,alpha=0.001
loco,False,ridge,0,8,4,alpha=0.01
loco,False,lasso,0,8,5,alpha=0.001
loco,False,ridge,0,9,4,alpha=0.1
loco,False,lasso,0,9,5,alpha=0.001
loco,False,ridge,0,10,4,alpha=0.01
loco,False,lasso,0,10,5,alpha=0.001
loco,False,ridge,0,11,4,alpha=0.1
loco,False,lasso,0,11,5,alpha=0.001
loco,False,ridge,0,12,4,alpha=0.1
loco,False,lasso,0,12,4,alpha=0.001
loco,False,ridge,0,13,4,alpha=0.1
loco,False,lasso,0,13,8,alpha=0.01
loco,False,ridge,0,14,4,alpha=0.1
loco,False,lasso,0,14,4,alpha=0.001
loco,False,ridge,0,15,4,alpha=0.1
loco,False,lasso,0,15,4,alpha=0.001
loco,False,ridge,0,16,4,alpha=0.1
loco,False,lasso,0,16,4,alpha=0.001
loco,False,ridge,0,17,4,alpha=0.1
loco,False,lasso,0,17,4,alpha=0.001
loco,False,ridge,0,18,4,alpha=0.1
loco,False,lasso,0,18,4,alpha=0.001
loco,False,ridge,0,19,4,alpha=0.01
loco,False,lasso,0,19,4,alpha=0.001
loco,False,ridge,0,20,4,alpha=0.1
loco,False,lasso,0,20,4,alpha=0.001
loco,False,ridge,0,21,4,alpha=0.1
loco,False,lasso,0,21,3,alpha=0.001
loco,False,ridge,0,22,5,alpha=0.1
loco,False,lasso,0,22,5,alpha=0.001
loco,False,ridge,0,23,4,alpha=0.1
loco,False,lasso,0,23,3,alpha=0.001
loco,False,ridge,0,24,5,alpha=0.1
loco,False,lasso,0,24,5,alpha=0.001
loco,False,ridge,0,25,4,alpha=0.1
loco,False,lasso,0,25,4,alpha=0.001
loco,False,ridge,0,26,4,alpha=0.1
loco,False,lasso,0,26,3,alpha=0.001
loco,False,ridge,0,27,4,alpha=0.1
loco,False,lasso,0,27,3,alpha=0.001
loco,False,ridge,0,28,4,alpha=0.1
loco,False,lasso,0,28,4,alpha=0.001
loco,False,ridge,0,29,4,alpha=0.1
loco,False,lasso,0,29,4,alpha=0.001
loco,False,ridge,0,30,4,alpha=0.1
loco,False,lasso,0,30,4,alpha=0.001
loco,False,ridge,0,31,5,alpha=0.1
loco,False,lasso,0,31,5,alpha=0.001
loco,False,ridge,0,32,5,alpha=0.1
loco,False,lasso,0,32,5,alpha=0.001
loco,False,ridge,0,33,4,alpha=0.1
loco,False,lasso,0,33,4,alpha=0.001
loco,False,ridge,0,34,5,alpha=0.1
loco,False,lasso,0,34,5,alpha=0.001
loco,False,ridge,0,35,5,alpha=0.1
loco,False,lasso,0,35,5,alpha=0.001
loco,False,ridge,0,36,5,alpha=0.1
loco,False,lasso,0,36,5,alpha=0.001
loco,False,ridge,0,37,4,alpha=0.01
loco,False,lasso,0,37,4,alpha=0.001
loco,False,ridge,0,38,4,alpha=0.01
loco,False,lasso,0,38,5,alpha=0.001
loco,False,ridge,0,39,5,alpha=0.1
loco,False,lasso,0,39,5,alpha=0.001
loco,False,ridge,0,40,4,alpha=0.01
loco,False,lasso,0,40,5,alpha=0.001
loco,False,ridge,0,41,5,alpha=0.1
loco,False,lasso,0,41,5,alpha=0.001
loco,False,ridge,0,42,5,alpha=0.1
loco,False,lasso,0,42,5,alpha=0.001
loco,False,ridge,0,43,5,alpha=0.1
loco,False,lasso,0,43,5,alpha=0.001
loco,False,ridge,0,44,4,alpha=0.01
loco,False,lasso,0,44,5,alpha=0.001
loco,False,ridge,0,45,4,alpha=0.01
loco,False,lasso,0,45,5,alpha=0.001
loco,False,ridge,0,46,4,alpha=0.01
loco,False,lasso,0,46,5,alpha=0.001
loco,False,ridge,0,47,4,alpha=0.01
loco,False,lasso,0,47,5,alpha=0.001
loco,False,ridge,0,48,5,alpha=0.1
loco,False,lasso,0,48,5,alpha=0.001
loco,False,ridge,0,49,5,alpha=0.1
loco,False,lasso,0,49,5,alpha=0.001
loco,False,ridge,0,50,5,alpha=0.1
loco,False,lasso,0,50,5,alpha=0.001
loco,False,ridge,0,51,5,alpha=0.1
loco,False,lasso,0,51,5,alpha=0.001
loco,False,ridge,0,52,5,alpha=0.1
loco,False,lasso,0,52,5,alpha=0.001
loco,False,ridge,0,53,5,alpha=0.1
loco,False,lasso,0,53,5,alpha=0.001
loco,False,ridge,0,54,5,alpha=0.1
loco,False,lasso,0,54,5,alpha=0.001
loco,False,ridge,0,55,4,alpha=0.01
loco,False,lasso,0,55,5,alpha=0.001
loco,False,ridge,0,56,5,alpha=0.1
loco,False,lasso,0,56,5,alpha=0.001
loco,False,ridge,0,57,5,alpha=0.1
loco,False,lasso,0,57,5,alpha=0.001
loco,False,ridge,0,58,5,alpha=0.1
loco,False,lasso,0,58,5,alpha=0.001
loco,False,ridge,0,59,5,alpha=0.1
loco,False,lasso,0,59,5,alpha=0.001
loco,False,ridge,0,60,5,alpha=0.1
loco,False,lasso,0,60,5,alpha=0.001
loco,False,ridge,0,61,5,alpha=0.1
loco,False,lasso,0,61,5,alpha=0.001
loco,False,ridge,0,62,5,alpha=0.1
loco,False,lasso,0,62,5,alpha=0.001
loco,False,ridge,0,63,5,alpha=0.1
loco,False,lasso,0,63,5,alpha=0.001
loco,False,ridge,0,64,5,alpha=0.1
loco,False,lasso,0,64,5,alpha=0.001
loco,False,ridge,0,65,5,alpha=0.1
loco,False,lasso,0,65,5,alpha=0.001
loco,False,ridge,0,66,5,alpha=0.1
loco,False,lasso,0,66,5,alpha=0.001
loco,False,ridge,0,67,5,alpha=0.1
loco,False,lasso,0,67,5,alpha=0.001
loco,False,ridge,0,68,5,alpha=0.1
loco,False,lasso,0,68,5,alpha=0.001
loco,False,ridge,0,69,5,alpha=0.1
loco,False,lasso,0,69,5,alpha=0.001
loco,False,ridge,0,70,5,alpha=0.1
loco,False,lasso,0,70,5,alpha=0.001
loco,False,ridge,0,71,5,alpha=0.1
loco,False,lasso,0,71,5,alpha=0.001
loco,False,ridge,0,72,4,alpha=0.01
loco,False,lasso,0,72,4,alpha=0.001
loco,False,ridge,0,73,5,alpha=0.1
loco,False,lasso,0,73,5,alpha=0.001
loco,False,ridge,0,74,5,alpha=1.0
loco,False,lasso,0,74,5,alpha=0.001
loco,False,ridge,0,75,6,alpha=1.0
loco,False,lasso,0,75,5,alpha=0.001
loco,False,ridge,0,76,5,alpha=1.0
loco,False,lasso,0,76,5,alpha=0.001
loco,False,ridge,0,77,5,alpha=1.0
loco,False,lasso,0,77,5,alpha=0.001
loco,False,ridge,0,78,3,alpha=0.01
loco,False,lasso,0,78,3,alpha=0.001
loco,False,ridge,0,79,5,alpha=1.0
loco,False,lasso,0,79,4,alpha=0.001
loco,False,ridge,0,80,6,alpha=1.0
loco,False,lasso,0,80,9,alpha=0.01
loco,False,ridge,0,81,4,alpha=0.01
loco,False,lasso,0,81,5,alpha=0.001
loco,False,ridge,0,82,4,alpha=0.01
loco,False,lasso,0,82,5,alpha=0.001
loco,False,ridge,0,83,3,alpha=0.01
loco,False,lasso,0,83,5,alpha=0.001
loco,False,ridge,0,84,5,alpha=1.0
loco,False,lasso,0,84,5,alpha=0.001
loco,False,ridge,0,85,5,alpha=0.1
loco,False,lasso,0,85,5,alpha=0.001
loco,False,ridge,0,86,4,alpha=0.01
loco,False,lasso,0,86,5,alpha=0.001
loco,False,ridge,0,87,4,alpha=0.01
loco,False,lasso,0,87,5,alpha=0.001
loco,False,ridge,0,88,6,alpha=1.0
loco,False,lasso,0,88,5,alpha=0.001
loco,False,ridge,0,89,4,alpha=0.01
loco,False,lasso,0,89,5,alpha=0.001
loco,False,ridge,0,90,6,alpha=1.0
loco,False,lasso,0,90,7,alpha=0.01
loco,False,ridge,0,91,4,alpha=0.01
loco,False,lasso,0,91,4,alpha=0.001
loco,False,ridge,0,92,4,alpha=0.01
loco,False,lasso,0,92,4,alpha=0.001
loco,False,ridge,0,93,4,alpha=0.01
loco,False,lasso,0,93,4,alpha=0.001
loco,False,ridge,0,94,6,alpha=1.0
loco,False,lasso,0,94,5,alpha=0.001
loco,False,ridge,0,95,6,alpha=1.0
loco,False,lasso,0,95,5,alpha=0.001
loco,False,ridge,0,96,6,alpha=1.0
loco,False,lasso,0,96,5,alpha=0.001
loco,False,ridge,0,97,5,alpha=0.1
loco,False,lasso,0,97,5,alpha=0.001
loco,False,ridge,0,98,5,alpha=0.1
loco,False,lasso,0,98,5,alpha=0.001
loco,False,ridge,0,99,5,alpha=0.1
loco,False,lasso,0,99,5,alpha=0.001
loco,False,ridge,0,100,6,alpha=1.0
loco,False,lasso,0,100,5,alpha=0.001
loco,False,ridge,0,101,4,alpha=0.01
loco,False,lasso,0,101,4,alpha=0.001
loco,False,ridge,0,102,5,alpha=1.0
loco,False,lasso,0,102,5,alpha=0.001
loco,False,ridge,0,103,4,alpha=0.01
loco,False,lasso,0,103,5,alpha=0.001
loco,False,ridge,0,104,6,alpha=1.0
loco,False,lasso,0,104,5,alpha=0.001
loco,False,ridge,0,105,6,alpha=1.0
loco,False,lasso,0,105,5,alpha=0.001
loco,False,ridge,0,106,4,alpha=0.01
loco,False,lasso,0,106,4,alpha=0.001
loco,False,ridge,0,107,5,alpha=0.1
loco,False,lasso,0,107,5,alpha=0.001
loco,False,ridge,0,108,6,alpha=1.0
loco,False,lasso,0,108,5,alpha=0.001
loco,False,ridge,0,109,6,alpha=1.0
loco,False,lasso,0,109,5,alpha=0.001
loco,False,ridge,0,110,5,alpha=1.0
loco,False,lasso,0,110,5,alpha=0.001
loco,False,ridge,0,111,4,alpha=0.01
loco,False,lasso,0,111,4,alpha=0.001
loco,False,ridge,0,112,5,alpha=0.1
loco,False,lasso,0,112,5,alpha=0.001
loco,False,ridge,0,113,4,alpha=0.01
loco,False,lasso,0,113,4,alpha=0.001
loco,False,ridge,0,114,4,alpha=0.01
loco,False,lasso,0,114,4,alpha=0.001
loco,False,ridge,0,115,4,alpha=0.1
loco,False,lasso,0,115,5,alpha=0.001
loco,False,ridge,0,116,4,alpha=0.01
loco,False,lasso,0,116,4,alpha=0.001
loco,False,ridge,0,117,4,alpha=0.1
loco,False,lasso,0,117,4,alpha=0.001
loco,False,ridge,0,118,5,alpha=0.1
loco,False,lasso,0,118,5,alpha=0.001
loco,False,ridge,0,119,4,alpha=0.01
loco,False,lasso,0,119,4,alpha=0.001
loco,False,ridge,0,120,5,alpha=0.1
loco,False,lasso,0,120,5,alpha=0.001
loco,False,ridge,0,121,4,alpha=0.01
loco,False,lasso,0,121,4,alpha=0.001
loco,False,ridge,0,122,5,alpha=0.1
loco,False,lasso,0,122,5,alpha=0.001
loco,False,ridge,0,123,5,alpha=0.1
loco,False,lasso,0,123,5,alpha=0.001
loco,False,ridge,0,124,4,alpha=0.01
loco,False,lasso,0,124,4,alpha=0.001
loco,False,ridge,0,125,5,alpha=0.1
loco,False,lasso,0,125,5,alpha=0.001
loco,False,ridge,0,126,4,alpha=0.1
loco,False,lasso,0,126,4,alpha=0.001
loco,False,ridge,0,127,5,alpha=1.0
loco,False,lasso,0,127,5,alpha=0.001
loco,False,ridge,0,128,4,alpha=0.01
loco,False,lasso,0,128,4,alpha=0.001
loco,False,ridge,0,129,4,alpha=0.01
loco,False,lasso,0,129,5,alpha=0.001
loco,False,ridge,0,130,4,alpha=0.1
loco,False,lasso,0,130,4,alpha=0.001
loco,False,ridge,0,131,5,alpha=0.1
loco,False,lasso,0,131,5,alpha=0.001
loco,False,ridge,0,132,5,alpha=0.1
loco,False,lasso,0,132,5,alpha=0.001
loco,False,ridge,0,133,5,alpha=0.1
loco,False,lasso,0,133,5,alpha=0.001
loco,False,ridge,0,134,5,alpha=0.1
loco,False,lasso,0,134,5,alpha=0.001
loco,False,ridge,0,135,5,alpha=0.1
loco,False,lasso,0,135,5,alpha=0.001
loco,False,ridge,0,136,5,alpha=0.1
loco,False,lasso,0,136,5,alpha=0.001
loco,False,ridge,0,137,5,alpha=1.0
loco,False,lasso,0,137,5,alpha=0.001
lodo,False,ridge,0,0,5,alpha=0.1
lodo,False,lasso,0,0,4,alpha=0.001
lodo,False,ridge,0,1,4,alpha=0.01
lodo,False,lasso,0,1,7,alpha=0.001
lodo,False,ridge,0,2,5,alpha=0.01
lodo,False,lasso,0,2,10,alpha=0.001
lodo,False,ridge,0,3,4,alpha=0.01
lodo,False,lasso,0,3,10,alpha=0.001
lodo,False,ridge,0,4,6,alpha=1.0
lodo,False,lasso,0,4,6,alpha=0.001
lodo,False,ridge,0,5,6,alpha=1.0
lodo,False,lasso,0,5,6,alpha=0.001
lodo,False,ridge,0,6,5,alpha=0.1
lodo,False,lasso,0,6,7,alpha=0.001
lodo,False,ridge,0,7,10,alpha=1.0
lodo,False,lasso,0,7,10,alpha=0.001
lodo,False,ridge,0,8,6,alpha=0.01
lodo,False,lasso,0,8,6,alpha=0.001
lodo,False,ridge,0,9,6,alpha=0.1
lodo,False,lasso,0,9,6,alpha=0.001
lodo,False,ridge,0,10,5,alpha=0.01
lodo,False,lasso,0,10,6,alpha=0.001
lodo,False,ridge,0,11,5,alpha=0.01
lodo,False,lasso,0,11,5,alpha=0.001
lodo,False,ridge,0,12,10,alpha=10.0
lodo,False,lasso,0,12,10,alpha=0.01
lodo,False,ridge,0,13,6,alpha=1.0
lodo,False,lasso,0,13,5,alpha=0.001
lodo,False,ridge,0,14,5,alpha=0.01
lodo,False,lasso,0,14,5,alpha=0.001
lodo,False,ridge,0,15,4,alpha=0.01
lodo,False,lasso,0,15,4,alpha=0.001
lodo,False,ridge,0,16,4,alpha=0.1
lodo,False,lasso,0,16,4,alpha=0.001
lodo,False,ridge,0,17,3,alpha=0.01
lodo,False,lasso,0,17,3,alpha=0.001
lodo,False,ridge,0,18,3,alpha=0.01
lodo,False,lasso,0,18,3,alpha=0.001
lodo,False,ridge,0,19,5,alpha=1.0
lodo,False,lasso,0,19,5,alpha=0.001
