model,k,param_str,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std,scheme,pool_correction,tuning,n_outer_folds,selection_distribution
logistic_l1,5,C=1.0,0.9563988095238095,0.004605651719765654,0.9758807791049051,0.0038515762697325195,0.9195684523809524,0.015382783404637768,0.934375,0.005031728036871308,0.9047619047619048,0.027492869961410777,0.9457299397541419,0.007638284768113596,0.06706533736160461,0.0032993941813459354,plain,False,flat,,
logistic_l1,5,C=10.0,0.946577380952381,0.00961997556473953,0.9687196970412508,0.010040532107703264,0.9105654761904761,0.01325342617226217,0.91875,0.00957225607784045,0.9023809523809524,0.020847500851688426,0.93679943306516,0.008113406101884262,0.07615719793150078,0.005960426399355622,plain,False,flat,,
logistic_l1,5,C=100.0,0.9444940476190476,0.01174744955901599,0.967039193065041,0.0139448878612255,0.9057291666666666,0.016648683195140363,0.9114583333333334,0.010123180372995297,0.9,0.027030772009406987,0.9323458684883089,0.009702573505444036,0.07938075496452049,0.006344513002977107,plain,False,flat,,
logistic_l1,6,C=0.01,0.4989583333333333,0.01036984522142428,0.6949310236510493,0.0057663601303890215,0.5026785714285714,0.009432432003178347,0.4625,0.2333994615288889,0.5428571428571429,0.22969301541472675,0.5178449314270177,0.2192829185788362,0.25134561803575406,0.002599936660839471,plain,False,flat,,
logistic_l1,6,C=0.1,0.965625,0.0034150623964401554,0.9828051708504552,0.0022622511922962565,0.905877976190476,0.010148971957147866,0.9427083333333334,0.005490065382236741,0.869047619047619,0.020234204419018974,0.9427176071299759,0.0047855095724444515,0.07974399213230596,0.002102012797596843,plain,False,flat,,
logistic_l1,6,C=1.0,0.9582093253968254,0.004707585475366384,0.9771699037802483,0.0030262225654100407,0.9120535714285714,0.012128965170505341,0.93125,0.0072833947789593834,0.8928571428571429,0.023138697995417887,0.941557392437395,0.00617639792837817,0.06688923441518821,0.0031092737621968296,plain,False,flat,,
logistic_l1,6,C=10.0,0.9542162698412697,0.007156928135406759,0.9746543355792214,0.00709813874858577,0.8998511904761906,0.01413995024283116,0.91875,0.008216777476527291,0.8809523809523808,0.031746031746031744,0.9323701516212821,0.005685207838090529,0.07696207714104272,0.005200883294380527,plain,False,flat,,
logistic_l1,6,C=100.0,0.9527777777777778,0.008441612506832907,0.9734770737567464,0.009345491009209703,0.8932291666666666,0.018784644287313006,0.9197916666666666,0.011034894848660232,0.8666666666666666,0.037562411321267405,0.9299902429937201,0.009044962046212131,0.0805262731731026,0.0064702279498246,plain,False,flat,,
logistic_l1,7,C=0.01,0.4998263888888889,0.010678484311859861,0.6954521690906729,0.006193119948335793,0.5014880952380952,0.009920634920634917,0.4625,0.2333994615288889,0.5404761904761906,0.23140059055269946,0.5174849065977192,0.21904823114157015,0.25175895505456164,0.00235609655833111,plain,False,flat,,
logistic_l1,7,C=0.1,0.9656001984126984,0.003430736832980488,0.9827847460138539,0.002271352361475002,0.905877976190476,0.010148971957147866,0.9427083333333334,0.005490065382236741,0.869047619047619,0.020234204419018974,0.9427176071299759,0.0047855095724444515,0.07974365165005523,0.0021019376138770216,plain,False,flat,,
logistic_l1,7,C=1.0,0.958234126984127,0.004583934544503165,0.9772926015654336,0.002889239753267117,0.9120535714285714,0.012128965170505341,0.93125,0.0072833947789593834,0.8928571428571429,0.023138697995417887,0.941557392437395,0.00617639792837817,0.06701079016675536,0.003389458625015516,plain,False,flat,,
logistic_l1,7,C=10.0,0.9548859126984126,0.005242275706245263,0.9756180109264804,0.004441683778015516,0.8991815476190477,0.011015088289286951,0.9197916666666666,0.008575756274464247,0.8785714285714284,0.023676879190756048,0.9324223080101687,0.005362829872820941,0.07381072725079886,0.004588100480417698,plain,False,flat,,
