cell_line,celltype,n_pools,phat,se
HPSI1013i-wopl_2,P_FPP,1.0,0.37037037037037035,0.012418947780292539
HPSI1013i-zagm_1,FPP,1.0,0.49393939393939396,0.027522072081864184
HPSI1013i-zagm_1,NB,1.0,0.006060606060606061,0.004272489556979349
HPSI1013i-zagm_1,P_FPP,1.0,0.5,0.027524094128159014
HPSI1014i-babz_3,FPP,1.0,0.5022935779816514,0.011972702598473413
HPSI1014i-babz_3,NB,1.0,0.0011467889908256881,0.000810437171722616
HPSI1014i-babz_3,P_FPP,1.0,0.49655963302752293,0.011972545138120938
HPSI1014i-bilx_1,FPP,1.0,0.5418994413407822,0.037240306512378814
HPSI1014i-bilx_1,NB,1.0,0.10614525139664804,0.023022752530761477
HPSI1014i-bilx_1,P_FPP,1.0,0.35195530726256985,0.035696013967125635
HPSI1014i-eesb_1,FPP,1.0,0.5819430814524044,0.008920932285548305
HPSI1014i-eesb_1,NB,1.0,0.002289826627412496,0.0008644816549280806
HPSI1014i-eesb_1,P_FPP,1.0,0.4157670919201832,0.008913953094071279
HPSI1014i-kefb_1,FPP,1.0,0.3950413223140496,0.019874967684506886
HPSI1014i-kefb_1,NB,1.0,0.28760330578512394,0.018402642834213345
HPSI1014i-kefb_1,P_FPP,1.0,0.31735537190082647,0.018923112800497563
HPSI1014i-nosn_1,FPP,1.0,0.5587096774193548,0.017836286818017934
HPSI1014i-nosn_1,NB,1.0,0.00903225806451613,0.003398420198206355
HPSI1014i-nosn_1,P_FPP,1.0,0.432258064516129,0.017794926068310707
HPSI1014i-qayj_4,FPP,1.0,0.5704779189352692,0.007029349111385388
HPSI1014i-qayj_4,NB,1.0,0.00040330711837063924,0.00028512368469753833
HPSI1014i-qayj_4,P_FPP,1.0,0.42911877394636017,0.007028531313762541
HPSI1014i-quls_2,FPP,1.0,0.5790454884414616,0.009533328068181357
HPSI1014i-quls_2,NB,1.0,0.1372110365398956,0.006643813402092817
HPSI1014i-quls_2,P_FPP,1.0,0.2837434750186428,0.008704981461108945
HPSI1014i-roug_3,FPP,1.0,0.759515570934256,0.01777656735105575
HPSI1014i-roug_3,NB,1.0,0.0017301038062283738,0.0017286065287464918
HPSI1014i-roug_3,P_FPP,1.0,0.23875432525951557,0.017732669663850602
HPSI1014i-sehl_6,FPP,1.0,0.5282887886150642,0.009300411557193597
HPSI1014i-sehl_6,NB,1.0,0.0,0.0
HPSI1014i-sehl_6,P_FPP,1.0,0.47171121138493577,0.009300411557193597
HPSI1014i-tixi_4,FPP,1.0,0.5833333333333334,0.06364688465216445
HPSI1014i-tixi_4,NB,1.0,0.05,0.028136571693556888
HPSI1014i-tixi_4,P_FPP,1.0,0.36666666666666664,0.062212300796308524
HPSI1014i-tuju_1,FPP,1.0,0.5636314509592002,0.008152011576591818
HPSI1014i-tuju_1,NB,1.0,0.06133477438530127,0.003944111718552204
HPSI1014i-tuju_1,P_FPP,1.0,0.37503377465549853,0.007957999761636103
HPSI1014i-vils_1,FPP,1.0,0.5027322404371585,0.011144013580379327
HPSI1014i-vils_1,NB,1.0,0.0024838549428713363,0.0011094332919364216
HPSI1014i-vils_1,P_FPP,1.0,0.4947839046199702,0.011143573536881066
HPSI1113i-hayt_3,FPP,1.0,0.49716231555051077,0.007533383102174199
HPSI1113i-hayt_3,NB,1.0,0.004994324631101022,0.001062131298392003
HPSI1113i-hayt_3,P_FPP,1.0,0.4978433598183882,0.007533434351088671
HPSI1113i-ieki_3,FPP,1.0,0.5735900962861072,0.018342024031412545
HPSI1113i-ieki_3,NB,1.0,0.0,0.0
HPSI1113i-ieki_3,P_FPP,1.0,0.4264099037138927,0.018342024031412545
HPSI1113i-podx_1,FPP,1.0,0.5876288659793815,0.011176216967042843
HPSI1113i-podx_1,NB,1.0,0.0036082474226804126,0.001361326667436126
HPSI1113i-podx_1,P_FPP,1.0,0.40876288659793814,0.011161323803216031
HPSI1113i-qolg_1,FPP,1.0,0.5779036827195467,0.026287310795038266
HPSI1113i-qolg_1,NB,1.0,0.0028328611898017,0.00282884579275889
HPSI1113i-qolg_1,P_FPP,1.0,0.4192634560906516,0.02626308444856266
HPSI1113i-vuud_2,FPP,1.0,0.5749128919860628,0.011913062415091104
HPSI1113i-vuud_2,NB,1.0,0.0017421602787456446,0.0010049601595898403
HPSI1113i-vuud_2,P_FPP,1.0,0.42334494773519166,0.011906624781317715
HPSI1114i-kuul_1,FPP,2.0,0.6059747862751107,0.018821492187771238
HPSI1114i-kuul_1,NB,2.0,0.0009140767824497258,0.0005272598585867639
HPSI1114i-kuul_1,P_FPP,2.0,0.3931111369424396,0.018820951135828105
HPSI1114i-ualf_6,FPP,1.0,0.5716783216783217,0.0206901136065359
HPSI1114i-ualf_6,NB,1.0,0.0034965034965034965,0.002468075167943562
HPSI1114i-ualf_6,P_FPP,1.0,0.42482517482517484,0.020668408786916864
HPSI1213i-hehd_1,FPP,2.0,0.5964119430569568,0.01228843881385415
HPSI1213i-hehd_1,NB,2.0,0.00040257648953301127,0.00040241438906759794
HPSI1213i-hehd_1,P_FPP,2.0,0.4031854804535103,0.012287021112258465
